作者,作者身分,"文獻名稱	",年份,連結,摘要,作者,索引關鍵字,EID
"Hsiu H., Hu H.-F., Tsai H.-C.",6603738561;8909604200;57188768292;,Differences in laser-Doppler indices between skin-surface measurement sites in subjects with diabetes,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026391072&doi=10.1016%2fj.mvr.2017.07.004&partnerID=40&md5=77d21248b71ba1128beaaabcf6118005,"This study performed laser-Doppler flowmetry (LDF) measurements with the aim of identifying differences in diabetes-induced microcirculatory-blood-flow (MBF) responses between the following skin surface measurement sites: an acupoint around the wrist, an acupoint around the ankle, and a nearby nonacupoint around the ankle. The 67 study subjects were assigned to diabetic, prediabetic, and healthy groups according to the results of oral glucose tolerance tests. Beat-to-beat and spectral analyses were applied to the LDF waveform to obtain the foot delay time (FDT), the flow rise time (FRT), and the relative energy contributions (RECs) in five frequency bands. FRT and FDT were significantly shorter and the RECs of the endothelial-, neural-, and myogenic-related frequency bands were significantly smaller in the diabetic group than in the control group at the acupoint around the ankle, but there were no such prominent differences at the other sites. The acupoint around the ankle was better than the nearby nonacupoint and the acupoint around the wrist for distinguishing the age-matched diabetic, prediabetic, and healthy subjects. These findings imply that when monitoring diabetes-induced MBF responses, the measurement locations should be chosen carefully in order to minimize interference effects and to improve the ability to distinguish subjects with different conditions. ? 2017",Acupoint; Beat-to-beat waveform; Diabetes; Laser Doppler; Spectral analysis,adult; analysis of variance; Article; blood flow; blood volume; controlled study; diabetes mellitus; diastolic blood pressure; diffuse reflectance spectroscopy; female; heart rate variability; human; impaired glucose tolerance; Kruskal Wallis test; laser Doppler flowmetry; major clinical study; male; microcirculation; microcirculatory blood flow; middle aged; oral glucose tolerance test; priority journal; skin surface; systolic blood pressure; acupuncture point; ankle; blood flow; blood flow velocity; case control study; comparative study; diabetes mellitus; diabetic angiopathy; glucose tolerance test; impaired glucose tolerance; microcirculation; pathophysiology; skin; time factor; vascularization; wrist; Acupuncture Points; Adult; Ankle; Blood Flow Velocity; Case-Control Studies; Diabetes Mellitus; Diabetic Angiopathies; Female; Glucose Tolerance Test; Humans; Laser-Doppler Flowmetry; Male; Microcirculation; Middle Aged; Prediabetic State; Regional Blood Flow; Skin; Time Factors; Wrist,2-s2.0-85026391072
"Huang H.-H., Huang C.-Y., Chen C.-N., Wang Y.-W., Huang T.-Y.",57195104376;57195108919;57195108395;57195110698;35086133400;,Automatic regional analysis of myocardial native T1 values: left ventricle segmentation and AHA parcellations,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025463290&doi=10.1007%2fs10554-017-1216-x&partnerID=40&md5=eeb8fe3b4364a612c883e523eea8aafd,"Native T1 value is emerging as a reliable indicator of abnormal heart conditions related to myocardial fibrosis. Investigators have extensively used the standardized myocardial segmentation of the American Heart Association (AHA) to measure regional T1 values of the left ventricular (LV) walls. In this paper, we present a fully automatic system to analyze modified Look–Locker inversion recovery images and to report regional T1 values of AHA segments. Ten healthy individuals participated in the T1 mapping study with a 3.0?T scanner after providing informed consent. First, we obtained masks of an LV blood-pool region and LV walls by using an image synthesis method and a layer-growing method. Subsequently, the LV walls were divided into AHA segments by identifying the boundaries of the septal regions and by using a radial projection method. The layer-growing method significantly enhanced the accuracy of the derived myocardium mask. We compared the T1 values that were obtained using manual region of interest selections and those obtained using the automatic system. The average T1 difference of the calculated segments was 4.6 ± 1.5%. This study demonstrated a practical and robust method of obtaining native T1 values of AHA segments in LV walls. ? 2017, Springer Science+Business Media B.V.",Automatic segmentation for cardiac imaging; MOLLI; Native T1,"accuracy; adult; Article; automation; cardiac imaging; cardiac muscle; heart left ventricle; heart left ventricle wall; human; human experiment; image processing; image segmentation; male; normal human; nuclear magnetic resonance imaging; computer assisted diagnosis; diagnostic imaging; heart left ventricle function; heart ventricle; predictive value; procedures; young adult; Adult; Automation; Healthy Volunteers; Heart Ventricles; Humans; Image Interpretation, Computer-Assisted; Magnetic Resonance Imaging; Male; Myocardium; Predictive Value of Tests; Ventricular Function, Left; Young Adult",2-s2.0-85025463290
"Cheng Y.-L., Lai Y.-T.",55487658200;57194829677;,Development of pneumatic dual-cell stacking implanter,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023207890&doi=10.1007%2f978-3-319-60483-1_52&partnerID=40&md5=71e17f0ead8a9cf4b68fa311bec7e9da,"Recent studies have found that implanting mixtures of dermal papilla cells and epidermal cells could promote hair follicle regeneration. This approach will provide better opportunity than hair transplantation to treat alopecia. However, there is no suitable implanter to fulfill these functions, yet more considerations in human factors for the operators. Therefore, this research planned to develop a pneumatic duel-cell implanter that can stack the cells, control the implanting volume, and reduce the burden of doctors’ hand during operation. In order to reduce the weight of the implanter, separated modules were designed, including cell loading control module, handheld injection module, and pneumatic source. The cell loading control module contains two syringes for different cells and a volume control system equipped with liner step motor, delivering the required volume of cells into handheld module. Silicone tubes were used to connect these two modules. Two types of cells can be directed into the handheld injection module and stacked. The handheld injection module mimicked the size and the weight of a ball pen and adjust the mass center for comfortable holding. Near the injection tip, an angle stand was attached to adjust the injection angle for less loading to the hand. The top side of the handheld module was connected to the pneumatic source by flexible pipe. The pneumatic source was triggered by foot stepping to reduce the works by fingers and pushed the cells into scalp. The prototype of the implanter performed simulated implantation test by injecting silicone oil and blue ink into a transparent silicone block. The results showed that the implanter can successfully implant and stack two fluids in the same area. Moreover, suitable air pressure for injection was found and injected volumes were tested. As a result, the handheld injection module only weighs 12 g and no extra loads are needed by hand, which is suitable for implantation operation. ? Springer International Publishing AG 2018.",Hair follicle regeneration; Implanter; Pneumatic,Atmospheric pressure; Biomedical equipment; Cells; Ergonomics; Health care; Human engineering; Pneumatics; Silicones; Air pressures; Dermal papilla; Epidermal cells; Flexible pipes; Hair follicles; Implantation tests; Implanter; Injection angles; Cytology,2-s2.0-85023207890
"Voon S.H., Kue C.S., Imae T., Saw W.S., Lee H.B., Kiew L.V., Chung L.Y., Yusa S.-I.",56336957800;54395576000;7006825951;57196042757;57131772100;6507698020;56526244700;7003732650;,Doxorubicin-loaded micelles of amphiphilic diblock copolymer with pendant dendron improve antitumor efficacy: In vitro and in vivo studies,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031282031&doi=10.1016%2fj.ijpharm.2017.10.023&partnerID=40&md5=973f6985c7d75887685c75684a6e9723,"Previously reported amphiphilic diblock copolymer with pendant dendron moieties (P 71 D 3 ) has been further evaluated in tumor-bearing mice as a potential drug carrier. This P 71 D 3 -based micelle of an average diameter of 100 nm was found to be biocompatible, non-toxic and physically stable in colloidal system up to 15 days. It enhanced the in vitro potency of doxorubicin (DOX) in 4T1 breast tumor cells by increasing its uptake, by 3-fold, compared to free DOX. In 4T1 tumor-bearing mice, the tumor growth rate of P 71 D 3 /DOX (2 mg/kg DOX equivalent) treated group was significantly delayed and their tumor volume was significantly reduced by 1.5-fold compared to those treated with free DOX. The biodistribution studies indicated that P 71 D 3 /DOX enhanced accumulation of DOX in tumor by 5- and 2-fold higher than free DOX treated mice at 15 min and 1 h post-administration, respectively. These results suggest that P 71 D 3 micelle is a promising nanocarrier for chemotherapeutic agents. ? 2017 Elsevier B.V.",Anticancer; Biodistribution; Diblock copolymer micelles; Doxorubicin; Drug delivery,"amphophile; copolymer; doxorubicin; nanocarrier; pendant dendron; unclassified drug; anthracene derivative; antineoplastic agent; dendron; doxorubicin; drug carrier; nanoparticle; polymer; 4T1 cell line; animal cell; animal experiment; animal model; animal tissue; Article; breast cancer; cancer inhibition; controlled study; drug accumulation; drug delivery system; drug distribution; drug efficacy; female; in vitro study; in vivo study; micellization; mouse; nonhuman; priority journal; tumor volume; animal; Bagg albino mouse; breast tumor; chemistry; drug effect; micelle; tissue distribution; tumor cell line; Animals; Anthracenes; Antineoplastic Agents; Breast Neoplasms; Cell Line, Tumor; Doxorubicin; Drug Carriers; Female; Mice; Mice, Inbred BALB C; Micelles; Nanoparticles; Polymers; Tissue Distribution",2-s2.0-85031282031
"Chia T., Bau J.-G., Li Y.-H., Wei S.-H., Hsiu H., Pao L.",57192931497;7003428636;14121385000;57192924700;6603738561;57198769629;,Microcirculatory Characteristics in Neck/Shoulder of the Adults with Sedentary and Exercise Lifestyles,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037043673&doi=10.1007%2fs40846-017-0248-y&partnerID=40&md5=c48ca6751a443f51506d53215f5e587f,"High risk of musculoskeletal diseases had been demonstrated in many people with?a sedentary lifestyle. As microcirculation provides primary information on tissue health, this paper aims to compare the perfusion characteristics in neck/shoulder of individuals at different physical activity levels. High power laser Doppler flowmetry (LDF) system and averaging algorithm were used to obtain the microcirculatory characteristics. Thirty-two participants with different exercise habit were recruited, which were divided into sedentary group (n?=?16) and exercise group (n?=?16). The participants in both groups were matched in age, gender, and body mass index. Peripheral blood perfusion signals on the neck-shoulder region pre- and post- upper trapezius stretching were acquired using LDF with a noninvasive wide separation probe. A modified beat-to-beat algorithm was then applied for the analysis of the microcirculatory signals, including pulsatile and nonpulsatile components. The Mann–Whitney U test was used to compare the differences of perfusion characteristics between these two groups. The pulsatile component of LDF signals in the exercise group was greater than that of the sedentary counterparts after the upper trapezius stretching (P?<?0.05). Furthermore, the index of perfusion pulsatility (ratio of pulsatile component to mean LDF signal) of the exercise group was significantly higher than that of the sedentary group (P?<?0.01). This index could differentiate these two groups both at the baseline and post- stretching. Even with low exercise volume, exercise group with regular physical activity appear noticeably different in microcirculatory characteristics in this study. The subjects who exercised had higher values of microcirculatory pulsatility. These findings may encourage people to exercise more often based on the benefit in microcirculation even with small increases in physical activity volume. ? 2017, Taiwanese Society of Biomedical Engineering.",Exercise; Laser-Doppler flowmetry; Microcirculation; Physical activity; Pulsatility,Classifiers; Doppler effect; Flow measurement; Flowmeters; Health; High power lasers; Exercise; Exercise habits; Laser doppler flowmetry; Musculoskeletal disease; Peripheral blood; Physical activity; Physical activity levels; Pulsatility; Microcirculation; adult; algorithm; Article; controlled study; Doppler flowmetry; exercise; female; habit; human; human experiment; male; microcirculation; muscle stretching; neck; normal human; perfusion; pulsatility index; sedentary lifestyle; shoulder; signal processing; trapezius muscle,2-s2.0-85037043673
"Fang T.-J., Wang D.-H., Wang C.-Y., Poongodi R., Liou N.-H., Liu J.-C., Hsu M.-L., Hong P.-D., Yang S.-F., Liu M.-L.",55624546200;57190119195;57197795241;57197794723;6603100531;10538837800;55484595200;7102301471;57199267384;56094637200;,Osteogenic prospective of deriving human dental stem cells in collagen matrix boost,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034849760&doi=10.1007%2fs10856-017-6001-9&partnerID=40&md5=58a04cc5eaa6adbbfaa0a74bc5758f22,"Abstract: Stem cells derived from oral tissue represent a highly attractive alternative source for clinical bone regeneration because they can be collected by non-invasive or minimally invasive procedures. Herein, we describe the human dental stem cells (DSCs) deriving from buccal fat pads (BFP), dental pulp (DP) of impacted teeth, and periodontal ligaments (PDL) to obtain BFPSCs, DPSCs, and PDLSCs, respectively. Cells were purified with selected medium and expanded through passages in stem cell culture medium. Purified cells were characterized for stemness by their growth rate, immunostaining, and multilineage differentiation ability. They showed plastic adherence, expression of stemness-specific markers, and multilineage differentiation potential. Immunocytochemistry analysis confirmed that DPSCs had more osteogenic potential than BFSCs and PDLSCs. Calcium-rich deposits, evaluated by von Kossa and Alizarin red staining, showed greater mineralization when DPSCs were cultured on collagen type I matrix than without collagen. Furthermore, DPSC-seeded collagen type I matrix maintained consistent osteogenesis and boosted mineral formation by 1–2 weeks over that in DPSCs cultured without collagen. Radiographic analysis of DPSC-seeded collagen type I matrix transplanted into rat cranial defects showed significant bone regeneration after 8 weeks. These results suggested that the redundant oral tissue can be used as a source of adult multipotent stem cells for clinical bone regeneration. Graphical abstract: Triple overlay images with biomarkers (red), nuclei (blue) and bright field morphology of DPSCs. The specifically osteo-differentiation shown by osteocalcin (left) expression and lack of sox9 (right) expressed in the images below which were cultured with collagen matrix, contrast with no collagen matrix group above.[InlineMediaObject not available: see fulltext.]. ? 2017, Springer Science+Business Media, LLC, part of Springer Nature.",,Bone; Cell culture; Collagen; Purification; Tissue; Tissue regeneration; Alternative source; Collagen matrices; Immunocytochemistry; InlineMediaObject; Mineral formation; Minimally invasive; Osteogenic potential; Periodontal ligament; Stem cells; antigen; bone morphogenetic protein 4; calcium; collagen type 1; mineral; octamer transcription factor 4; protein REX1; unclassified drug; animal experiment; animal model; animal tissue; Article; bone regeneration; cell adhesion; cell differentiation; cell lineage; controlled study; dental stem cell; embryo; embryonic stem cell; extracellular matrix; fat pad; human; human cell; immunocytochemistry; immunohistochemistry; in vitro study; in vivo study; male; mouth tissue; multipotent stem cell; nonhuman; ossification; periodontal ligament; priority journal; rat; skull defect; stem cell culture; stem cell transplantation; tooth disease; tooth pulp; adipose tissue; animal; bone development; bone transplantation; cell culture technique; cytology; physiology; stem cell; Adipose Tissue; Animals; Bone Transplantation; Cell Culture Techniques; Collagen Type I; Dental Pulp; Humans; Osteogenesis; Periodontal Ligament; Rats; Stem Cells,2-s2.0-85034849760
"Huang T.-W., Lin K.-F., Lee C.-H., Chang H., Lee S.-C., Shieh Y.-S.",13610734900;57196260993;57133242800;57211709970;8220775700;7102548547;,The role of Thyroid Transcription Factor-1 and Tumor differentiation in Resected Lung Adenocarcinoma,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032441062&doi=10.1038%2fs41598-017-14651-y&partnerID=40&md5=44f01a8b5f2c27054aafed9cd32faf7f,"To investigate the role of thyroid transcription factor-1 (TTF-1) and tumor differentiation in resected lung adenocarcinoma. A total of 520 patients with clinical early stage lung adenocarcinoma who underwent surgical resection were reviewed retrospectively. Clinical data and outcomes were evaluated with an average follow-up of 117 months. The results were validated via lung cancer cell line studies. The clinical parameters did not differ between relapse and nonrelapse patients. Exceptions were tumor differentiation, lymphovascular space invasion, F18-fluorodeoxyglucose maximum standard uptake value, tumor size, and pathological stage (p &lt; 0.001). Poor tumor differentiation was the independent prognostic factor (odds ratio: 2.937, p = 0.026). The expression of TTF-1 was correlated with tumor differentiation in resected lung adenocarcinoma patients (p &lt; 0.001). Five-year survival was 60.0% for score 1 TTF-1 expression patients, 80.1% for score 2 TTF-1 expression patients, and 86.1% for score 3 TTF-1 expression group patients. The lung cancer cell line study of knockdown and overexpression of TTF-1 revealed TTF-1 mediated High Mobility Group AT-Hook 2 (HMGA2) protein involved with epithelium-mesenchymal transformation. The chromatin immunoprecipitation revealed TTF-1 regulated HMGA2 via direct binding. TTF-1/HMGA2 axis was associated with tumor differentiation and mediated the aggressiveness of the tumor and prognosis. ? 2017 The Author(s).",,homeobox protein Nkx 2.1; cancer grading; cancer staging; female; human; lung adenocarcinoma; male; metabolism; middle aged; pathology; recurrent disease; retrospective study; survival analysis; Adenocarcinoma of Lung; Female; Humans; Male; Middle Aged; Neoplasm Grading; Neoplasm Staging; Recurrence; Retrospective Studies; Survival Analysis; Thyroid Nuclear Factor 1,2-s2.0-85032441062
"Yu D.-S., Yan H.-Y., Wu C.-L., Hung S.-H.",7404666461;57191521431;56132533300;26433382800;,Comparison of therapeutic efficacy of lipo-doxorubicin and doxorubicin in treating bladder cancer,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991230936&doi=10.1016%2fj.urols.2016.08.001&partnerID=40&md5=bdf8ca50c6494658ab93417491f2a95c,"Objectives Doxorubicin is commonly used in the treatment of superficial bladder cancer, but more side effects and shorter intracellular retention time hamper its clinical application. Since lipo-doxorubicin (Lipodox) has the advantages of longer half-life and lower clearance rate than doxorubicin, it should improve the efficacy of tumor therapy and reduce the normal tissue toxicity of doxorubicin. Materials and Methods In this study, we compared the cytotoxicity of Lipodox and doxorubicin in different treatment durations on bladder cancer cells by 3-(4, 5-dimethylthiazol-2-yl)-2, 5-diphenyltetrazolium bromide (MTT) assay. Drug distribution was tracked under fluorescence microscopy. The metabolic rate after treatment was measured by serial flow cytometry. Finally, an in vivo orthotopic MBT-2 bladder tumor model was established for comparing the differences of therapeutic efficacy, including tumor weight and survival rate. Results The 50% inhibitory concentration (IC50) of doxorubicin and Lipodox for MBT-2 cells was 0.62 μg/mL and 130 μg/mL, respectively, after 48 hours treatment. Lipo-dox presented higher cytotoxicity than doxorubicin at 6 hours (93% vs 73%) and 12 hours (93% vs 80%) treatment. After drug treatment, Lipodox fluorescence distribution was observed mostly in the cell membrane, lysosomes, and nuclei of tumor cells, while doxorubicin was concentrated in the nuclei. Initial fluorescence intensity of doxorubicin was 27.3 times that of Lipodox (p &lt; 0.001) at time of treatment. The fluorescence intensity of doxorubicin decreased to 12% after 24 hours culture but that of Lipodox remained at 81%. In an orthotopic model, the average tumor weight and survival were: control group: 1.0 ± 0.3 g, 25%; doxorubicin treatment group: 0.7 ± 0.05 g, 43%; and Lipodox treatment group: 0.2 ± 0.1 g, 57%. Conclusion Our study demonstrated that Lipodox can enhance doxorubicin cytotoxicity in bladder cancer cells and inhibit tumor growth in orthotopic bladder cancer with improved survival rate. Therefore, we suggest Lipodox may act as an alternative to doxorubicin in the treatment of local bladder cancer. ? 2016",bladder cancer; doxorubicin; endocytosis; lipo-doxorubicin,"3 (4,5 dimethyl 2 thiazolyl) 2,5 diphenyltetrazolium bromide; doxorubicin; animal experiment; animal model; animal tissue; Article; bladder cancer; bladder cancer cell line; cancer chemotherapy; cancer inhibition; cell membrane; cell nucleus; controlled study; drug cytotoxicity; drug distribution; drug dosage form comparison; drug efficacy; flow cytometry; fluorescence microscopy; human; human cell; IC50; in vivo study; lysosome; MBT-2 cell line; metabolic rate; mouse; MTT assay; nonhuman; priority journal; survival rate; time to treatment; treatment duration; tumor cell; tumor volume",2-s2.0-84991230936
"Hsu Y.-H., Hsieh H.-L., Viswanathan G., Voon S.H., Kue C.S., Saw W.S., Yeong C.H., Azlan C.A., Imae T., Kiew L.V., Lee H.B., Chung L.Y.",57145980700;57196287963;57141994600;56336957800;54395576000;57196042757;35777244000;15025829900;7006825951;6507698020;57131772100;56526244700;,Multifunctional carbon-coated magnetic sensing graphene oxide-cyclodextrin nanohybrid for potential cancer theranosis,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032585807&doi=10.1007%2fs11051-017-4054-9&partnerID=40&md5=32f22f40facf3cf73b31795ade56ddbb,"We functionalized graphene oxide (GO) with cyclodextrin (CD) to increase the drug loading and cellular uptake of GO, and bound the GO-CD to carbon-coated iron nanoparticles (Fe@C) with superparamagnetic properties for potential magnetic-directed drug delivery and as a diagnostic agent. The GO-CD/Fe@C was loaded with an anticancer drug, doxorubicin (DOX), to form a multifunctional GO-CD/Fe@C/DOX nanohybrid. A cumulative increase in DOX loading was observed probably due to DOX adsorption to the graphitic domains in Fe@C and also to the GO-CD. In acidic pH that resembles the pH of the tumor environment, a higher amount of DOX was released from the GO-CD/Fe@C/DOX nanohybrid when compared to the amount released at physiological pH. The signal intensity and the contrast enhancement in magnetic resonance imaging of Fe@C decreased with its concentration. Besides, the cellular uptake of GO-CD/Fe@C/DOX nanohybrid was significantly higher by 2.5-fold than that of Fe@C/DOX in MDA-MB-231 human breast cancer model. The nanohybrids were internalized into the tumor cells via an energy-dependent process and localized mainly in the nuclei, where it exerts its cytotoxic effect, and some in the lysosomes and mitochondria. This has resulted in significant cytotoxicity in tumor cells treated with GO-CD/Fe@C/DOX. These findings highlight the potential use of multifunctional GO-CD/Fe@C nanohybrid for magnetic sensing anticancer drug delivery to tumor cells. [Figure not available: see fulltext.]. ? 2017, Springer Science+Business Media B.V.",Carbon-coated iron; Cyclodextrin; Drug delivery; Graphene oxide; Magnetic resonance imaging; Nanomedicine; Superparamagnetism,Cyclodextrins; Cytotoxicity; Diagnosis; Diseases; Drug delivery; Magnetic resonance imaging; Magnetism; Medical nanotechnology; Nanomagnetics; Nanostructured materials; pH; Superparamagnetism; Tumors; Anti-cancer drug delivery; Carbon-coated; Contrast Enhancement; Energy-dependent process; Functionalized graphene; Graphene oxides; Human breast cancer; Superparamagnetic property; Graphene; carbon; cyclodextrin; doxorubicin; graphene oxide; antineoplastic activity; Article; breast cancer; cancer localization; cell transport; drug cytotoxicity; drug delivery system; drug formulation; drug release; drug uptake; lysosome; mitochondrion; nuclear magnetic resonance imaging; pH; priority journal,2-s2.0-85032585807
"Jayadi R., Lai Y.-C., Lin C.-C.",57193252055;7401512145;55730224400;,Efficient time-oriented anti-collision protocol for RFID tag identification,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031505260&doi=10.1016%2fj.comcom.2017.08.016&partnerID=40&md5=86fc4c31232591577ef2ef65ea69019a,"RFID technology is widely used in number of fields, including supply chain management, industry control, ticket services, human and animal management, and elderly health care services. Accelerating tag identification is an important issue in RFID systems. A series of anti-collision protocols, adaptive binary splitting (ABS), single resolution blocking (SRB), and pair resolution blocking (PRB), has been proposed to solve this problem. However, these protocols still waste much time, since they do not consider the identification delay that is the total time for identifying all tags rather than the number of slots. Thus, this paper proposes a novel protocol, symbolic SRB (SSRB). SSRB inherits the essence of SRB/PRB that reserves the information of the last identification process and adopts the same blocking technique. SSRB further considers the identification delay to allow each recognized tag to respond with a symbolic response, which is a shorter message, instead of its complete ID. Considering different lengths of slots, SSRB further determines the optimal number of initial slots to minimize the identification delay. Also formal analysis of SSRB identification delay with considering different slot lengths is derived. The analytic models and simulation results show that SSRB obtains superior performance than ABS, SRB, and PRB. ? 2017 Elsevier B.V.",Anti-collision; Blocking; RFID; Tag identification,Collision avoidance; Reservation systems; Supply chain management; Analytic models; Anti collision; Anti-collision protocols; Blocking; Blocking technique; Healthcare services; Identification process; Tag identification; Radio frequency identification (RFID),2-s2.0-85031505260
"Chen K.-Y., Huang S.-W., Lin Y.-N., Liao C.-D., Hou W.-H., Liou T.-H., Chiang Y.-H., Tsai S.-H., Chiu W.-T., Hsu W.-C., Lin L.-F.",57115647500;56027646500;55234076500;55793527000;15753943200;55792982100;7201593541;8062550600;7201503473;55238720100;55892862600;,Postural Stability Assessment in Patients with Mild Traumatic Brain Injury Complaining of Dizziness,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029891337&doi=10.1007%2fs40846-017-0285-6&partnerID=40&md5=1f5a16d391acf8c9aac2c174fe95ee6a,"We compared subjective and objective measurements of symptoms of dizziness and postural stability in patients with mild traumatic brain injury (mTBI) during the first week following the injury. We recruited 244 patients with mTBI and 105 controls. The Dizziness Handicap Inventory (DHI) and modified Clinical Test of Sensory Integration and Balance were used as the subjective and objective measures of dizziness and ability to perform daily activities, respectively. All four DHI subscores significantly differed among the three mTBI subgroups (low, middle, and high; P?=?0.00). The predictor of postural stability and sensory integration in all three DHI subgroups was the eyes closed while standing on a firm surface (ECFIS) condition (P?=?0.03). A significant relationship was observed between the emotional (r?=?0.14, P?=?0.028) and total (r?=?0.13, P?=?0.048) aspects of the DHI and sensory integration indices (ECFIS). Compared with the healthy controls, balance, postural stability, and sensory integration were considerably impaired in the patients with mTBIs. However, a low correlation was observed between subjective (DHI) and objective balance measurements. ? 2017, Taiwanese Society of Biomedical Engineering.",Balance function; Mild traumatic brain injury (mTBI); Postural stability; Sensory integration,Brain; Integration; System stability; Balance functions; Balance measurement; Healthy controls; Mild traumatic brain injuries; Objective measurement; Postural stability; Sensory integration; Subjective and objective measures; Stability; adult; Article; Balance and Sensory Integration Test; body equilibrium; body position; brain function; clinical assessment; Clinical Test of Sensory Integration and Balance; comparative study; controlled study; daily life activity; dizziness; Dizziness Handicap Inventory; emotional stability; eyes closed while standing on a firm surface; female; functional status assessment; human; major clinical study; male; outcome assessment; somatosensory system; standing; traumatic brain injury,2-s2.0-85029891337
"Chang C.-L., Tsai H.-C., Lin W.-C., Chang J.-H., Hsu H.-L., Chow J.-M., Yuan K.S.-P., Wu A.T.H., Wu S.-Y.",56937212000;56187150200;56529895700;56136340700;26323297700;7401728950;57191835486;24777511600;55278172400;,Dose escalation intensity-modulated radiotherapy–based concurrent chemoradiotherapy is effective for advanced-stage thoracic esophageal squamous cell carcinoma,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029519231&doi=10.1016%2fj.radonc.2017.08.025&partnerID=40&md5=279c7e65d882a82d2c5f2a36dc941cc7,"Purpose No studies have investigated the effects of irradiation-dose escalation intensity-modulated radiotherapy (IMRT)-based concurrent chemoradiotherapy (CCRT) in patients with thoracic esophageal squamous cell carcinoma (TESCC). Patients and methods We analyzed data from patients with TESCC who were enrolled in the Taiwan Cancer Registry database. To compare treatment outcomes, the patients were categorized into two groups according to their radiotherapy doses: group 1, who received CCRT < 60 Gy with IMRT, and group 2, who received CCRT ? 60 Gy with IMRT. Group 1 was used as the control for investigating posttreatment mortality risk. Results We enrolled 2061 patients with TESCC without distant metastasis who received CCRT with IMRT. Multivariate Cox regression analysis indicated that advanced clinical American Joint Committee on Cancer (AJCC) stage (?IIIA), alcohol consumption, and cigarette smoking were significant, poor independent predictors in patients with TESCC receiving IMRT-based CCRT. IMRT-based CCRT (?60 Gy; adjusted hazard ratio [aHR]: 0.75; 95% confidence interval [CI]: 0.63–0.83) was a significant independent prognostic factor for overall survival (P < 0.0001). After adjustment for confounders, the aHRs (95% CIs) for overall mortality at all clinical stages were 0.75 (0.68–0.83, P < 0.0001) in group 2. In group 2, the aHRs (95% CIs) for overall mortality at early (IA–IIB) and advanced (IIIA–IIIC) AJCC clinical stages were 0.89 (0.70–1.04, P = 0.1905) and 0.75 (0.67–0.83, P < 0.0001), respectively. Conclusion Compared with standard-dose IMRT-based CCRT, high-dose IMRT-based CCRT yields more favorable survival outcomes in patients with advanced-stage TESCC. ? 2017 Elsevier B.V.",Dose escalation; Intensity-modulated radiotherapy; Squamous cell carcinoma; Thoracic esophageal cancer,"antineoplastic agent; adult; advanced cancer; alcohol consumption; Article; cancer mortality; cancer patient; cancer prognosis; cancer registry; cancer staging; cancer survival; chemoradiotherapy; cohort analysis; esophageal squamous cell carcinoma; female; follow up; human; intensity modulated radiation therapy; low energy radiation; major clinical study; male; middle aged; mortality rate; mortality risk; overall survival; priority journal; radiation dose distribution; radiation dose escalation; radiation pneumonia; smoking; Taiwan; thorax cancer; treatment outcome; aged; chemoradiotherapy; esophagus tumor; factual database; intensity modulated radiation therapy; multivariate analysis; pathology; proportional hazards model; radiation response; squamous cell carcinoma; thorax; Adult; Aged; Carcinoma, Squamous Cell; Chemoradiotherapy; Cohort Studies; Databases, Factual; Dose-Response Relationship, Radiation; Esophageal Neoplasms; Female; Humans; Male; Middle Aged; Multivariate Analysis; Neoplasm Staging; Proportional Hazards Models; Radiotherapy, Intensity-Modulated; Thorax; Treatment Outcome",2-s2.0-85029519231
"Lin Z., Dai H., Xiong Y., Xia X., Horng S.-J.",57193685291;24922694900;57196213643;57155651200;35585485600;,Quantification assessment of bradykinesia in Parkinson's disease based on a wearable device,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032203634&doi=10.1109%2fEMBC.2017.8036946&partnerID=40&md5=0a293d6c7dcd308ef89bc1842ec705b6,Bradykinesia is one of the primary characteristic symptoms of Parkinson's disease (PD). Ten-second whole-hand-grasps action was chosen to assess bradykinesia severity in this study. A quantification assessment system based on a self-developed wearable device was proposed to assess the severity of the parkinsonian bradykinesia. The proposed assessment method used an attitude-estimation algorithm to extract the parkinsonian bradykinesia parameters. A regression model was adopted to fit the characteristic parameters with the clinical UPDRS ratings judged by neurologists. Clinical experiment with 15 PD patients and 5 age-matched healthy controls demonstrated that the predicted bradykinesia scores by proposed model correlated well with the judgments of neurologists (r2=0.99). The proposed quantification model demonstrated the greater goodness-of-fit compared with the related works. ? 2017 IEEE.,,electronic device; hand; hand strength; human; hypokinesia; Parkinson disease; Hand; Hand Strength; Humans; Hypokinesia; Parkinson Disease; Wearable Electronic Devices,2-s2.0-85032203634
