作者,作者身分,"文獻名稱	",年份,施引文獻,連結,摘要,作者,索引關鍵字,EID
"Creese B., Corbett A., Jones E., Fox C., Ballard C.",37086873400;35572940700;57199177828;57202632412;35351371500;,Role of the Extended MAPT Haplotype in the Worsening of Psychotic Symptoms and Treatment Response in Alzheimer Disease,2014,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912530066&doi=10.1016%2fj.jamda.2014.08.011&partnerID=40&md5=c1f34c229c736cba831d3803c2869901,"Introduction: There is evidence that neurofibrillary tangle (NFT) burden is associated with psychotic symptoms in Alzheimer disease (AD). However, it is not clear whether this association is direct or mediated through the increased cognitive impairment associated with NFTs. Methods: We sought to determine whether the extended MAPT haplotype was associated with the worsening of delusions and hallucinations in a combined cohort of 95 patients who participated in 2 clinical trials of treatment with memantine. Results: After controlling for baseline dementia severity, exposure to memantine, and antipsychotics, analysis shows that carriers of at least one H2 allele had a 5.4-fold (. P=.03) increased risk of worsening hallucinations. There was some evidence of association with worsening delusions but only in analysis by allele. Conclusion: These results are the first to indicate that the H2 allele of the extended MAPT haplotype negatively affects the course of psychotic symptoms in AD independently of disease severity. It will be important for future research to examine MAPT transcription in people with AD with and without psychotic symptoms to understand the exact mechanisms underlying these findings. ? 2014 AMDA - The Society for Post-Acute and Long-Term Care Medicine.",Alzheimer disease; Delusions; Hallucinations; MAPT; Psychosis; Tau,"MAPT protein; memantine; neuroleptic agent; protein derivative; quetiapine; risperidone; unclassified drug; amino acid receptor blocking agent; MAPT protein, human; memantine; tau protein; adult; aged; allele; Alzheimer disease; Article; cognitive defect; cohort analysis; controlled study; delusion; dementia; disease association; disease severity; female; genetic association; hallucination; human; major clinical study; male; middle aged; neurofibrillary tangle; psychosis; randomized controlled trial; treatment response; Alzheimer disease; disease course; genetics; haplotype; Psychotic Disorders; treatment outcome; Aged; Alleles; Alzheimer Disease; Antipsychotic Agents; Delusions; Disease Progression; Excitatory Amino Acid Antagonists; Female; Hallucinations; Haplotypes; Humans; Male; Memantine; Psychotic Disorders; tau Proteins; Treatment Outcome",2-s2.0-84912530066
Sandall J.,8544428300;,The 30th International Confederation of Midwives Triennial Congress: Improving Women's Health Globally,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911470238&doi=10.1111%2fbirt.12142&partnerID=40&md5=b05e1f4d26525b90933814dc835ed0e3,[無可用摘要],,female; health; human; midwife; women's health; Female; Global Health; Humans; Midwifery; Women's Health,2-s2.0-84911470238
"Weeks K.L., Avkiran M.",36116084500;7005663200;,Exchanging cardiac phenotype: Is AKT-mediated NHE1 inhibition a permissive switch in physiological hypertrophy?,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911367188&doi=10.1016%2fj.yjmcc.2014.10.007&partnerID=40&md5=a21c44c629b05c368b236b4a6e2c948e,[無可用摘要],,"calcineurin; calcium calmodulin dependent protein kinase II; glycogen synthase kinase 3beta; phosphatidylinositol 3 kinase; protein kinase B; serine; sodium proton exchange protein 1; somatomedin C; cation transport protein; protein kinase B; SLC9A1 protein, human; sodium proton exchange protein; Akt1 gene; Editorial; enzyme activity; gain of function mutation; gene; heart disease; heart hypertrophy; heart muscle cell; nonhuman; pathogenesis; phenotype; protein expression; protein function; protein phosphorylation; signal transduction; swimming; animal; enzymology; heart; human; hypertrophy; metabolism; phenotype; physiology; Animals; Cation Transport Proteins; Heart; Humans; Hypertrophy; Phenotype; Proto-Oncogene Proteins c-akt; Sodium-Hydrogen Antiporter",2-s2.0-84911367188
Dasgupta P.,7201405986;,Surgical Science - Everything is not what it seems,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911138724&doi=10.1111%2fbju.12973&partnerID=40&md5=36587565d621a8aea91b57226392fbac,[無可用摘要],,"histone deacetylase 2; bone scintiscanning; clinical effectiveness; clinical practice; cystectomy; Editorial; human; intermethod comparison; kidney surgery; laparoscopy; metastasis; nephron sparing surgery; open radical cystectomy; Peyronie disease; positron emission tomography; postoperative complication; professional knowledge; prostate cancer; quality of life; randomized controlled trial (topic); robotics; surgical training; computer assisted surgery; medical research; robotic surgical procedure; Biomedical Research; Humans; Positron-Emission Tomography; Robotic Surgical Procedures; Surgery, Computer-Assisted",2-s2.0-84911138724
"Cook G., Goh V.",8880415200;7004035095;,Bone metastases in prostate cancer: Which scan?,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911067134&doi=10.1111%2fbju.12716&partnerID=40&md5=876d0d95da696cf63ab0e152e6dcc5d7,[無可用摘要],,"bisphosphonic acid derivative; choline f 18; choline kinase; fluorine 18; medronate technetium tc 99m; radioisotope; unclassified drug; bone metastasis; bone scintiscanning; cell membrane; cell metabolism; computer assisted emission tomography; diagnostic accuracy; diffusion weighted imaging; Editorial; enzyme activity; human; image analysis; nuclear magnetic resonance imaging; osteoblast; prostate cancer; sensitivity and specificity; single photon emission computer tomography; tumor cell; whole body scintiscanning; computer assisted tomography; male; pathology; positron emission tomography; procedures; prostate tumor; radiography; scintiscanning; secondary; spinal cord tumor; Humans; Male; Positron-Emission Tomography; Prostatic Neoplasms; Spinal Neoplasms; Tomography, X-Ray Computed",2-s2.0-84911067134
"Wood S.D., Coster S., Norman I.",56091891800;6602394422;7005406613;,"Comparing the monitoring of patients transferred from a critical care unit to hospital wards at after-hours with day transfers: An exploratory, prospective cohort study",2014,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909641969&doi=10.1111%2fjan.12410&partnerID=40&md5=beb204d7d236dd86dad0e1c6be68e1f9,"Aims: To investigate possible factors related to patient monitoring to explain the higher mortality rates associated with after-hours transfers compared with daytime transfers from critical care units to the wards. Background: International research suggests that patients transferred from critical care units after-hours have a higher mortality rate than transfers during daytime, although the reasons remain unknown. Design: A prospective exploratory study. Methods: Twenty-nine patients transferred from a UK critical care unit to a ward within the same hospital after-hours for 10 weeks beginning April 2009 were compared with 29 transfers during daytime hours matched on potentially confounding characteristics. UK Critical Care Unit transfer guidelines have remained unchanged since data collection. Outcomes were as follows: (i) frequency of nursing observations; (ii) time periods from transfer to first medical review; (iii) time period from transfer to first clinical observations; (iv) frequency of transfer to an inappropriate ward; (v) delayed transfers from Critical Care Unit to ward. Results: Using Wilcoxon's Rank test (two tail) to compare paired data from the matched groups, observations were recorded significantly less frequently within the first 12 hours for after-hours transfers. Time from transfer to first clinical observations was significantly longer for after-hour transfer patients. The delay from when the patient was ready for ward care and actual transfer was also longer for the after-hours transfer group. Conclusions: Surveillance differences, including time to the first set of observations and frequency of observations in the first 12 hours, are potential factors that may explain the differential mortality associated with after-hours transfers. ? 2014 John Wiley & Sons Ltd.",After-hours transfers; Critical care; Mortality; Nursing; Observation,"adolescent; adult; aged; cohort analysis; comparative study; female; health care delivery; human; intensive care; intensive care unit; male; middle aged; mortality; patient transport; physiologic monitoring; prospective study; statistics and numerical data; time; United Kingdom; very elderly; Adolescent; Adult; After-Hours Care; Aged; Aged, 80 and over; Cohort Studies; Critical Care; Female; Great Britain; Hospital Mortality; Humans; Intensive Care Units; Male; Middle Aged; Monitoring, Physiologic; Patient Transfer; Prospective Studies; Time Factors",2-s2.0-84909641969
"Bekele E., Bodmer W.F., Bradman N., Craig I.W., Makani J., Povey S., Rotimi C.",6701642486;56181057300;6602156619;7102548208;57200801395;7102845053;7006238725;,Molecular genetics research in sub-Saharan Africa: how can the international community help?,2014,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907963821&doi=10.1186%2fs11568-014-0002-2&partnerID=40&md5=1bbf3a5677690258083659b76000d222,"Background: Opportunities provided by rapidly increasing access to educational resources, clinical and epidemiological data, DNA collections, cheaper technology and financial investment, suggest that researchers in sub-Saharan Africa outside South Africa (SSAOSA) could now join the genomics revolution on equal terms with those in the West.Findings: Current evidence, however, suggests that, in some cases, various factors may be compromising this development. One interpretation is that urgent practical problems, which may compromise motivation, aspiration and ambition, are blocking opportunity.Conclusions: Those wishing to help should support the SSAOSA scientists both at the level of extending collaboration networks and in stimulating academic leadership at national and institutional levels to ensure adequate resources are allocated. Members of organisations representing the international community of human geneticists, such as HUGO, have a significant responsibility in supporting such activities. ? 2014, Bekele et al.; licensee Springer.",,Africa south of the Sahara; Article; community medicine; human; international cooperation; medical research; molecular genetics; publication,2-s2.0-84907963821
"Soultati A., Josephs D.H., Spicer J.F.",55386611100;6602701812;7103113712;,Effect of onartuzumab added to erlotinib on metastasis in patients with lung cancer,2014,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911419316&doi=10.1200%2fJCO.2013.54.3413&partnerID=40&md5=3e6b9cf3f21a9de7623aa3a7d7d1efd2,[無可用摘要],,"erlotinib; onartuzumab; antineoplastic agent; add on therapy; cancer combination chemotherapy; cancer patient; cancer survival; drug efficacy; drug mechanism; epithelial mesenchymal transition; human; Letter; lung cancer; met gene; metastasis potential; molecularly targeted therapy; non small cell lung cancer; nonhuman; overall survival; phase 2 clinical trial (topic); progression free survival; randomized controlled trial (topic); treatment response; tumor suppressor gene; Carcinoma, Non-Small-Cell Lung; female; Lung Neoplasms; male; Antineoplastic Combined Chemotherapy Protocols; Carcinoma, Non-Small-Cell Lung; Female; Humans; Lung Neoplasms; Male",2-s2.0-84911419316
"Mccrone P., Knapp M.",7003937597;7202388606;,Do Early Intervention Services for Psychosis Represent Value for Money?,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926222618&doi=10.1002%2f9781118557174.ch4&partnerID=40&md5=b0bebcd878769f0dda083a5c5487637a,"Mental health problems such as schizophrenia and bipolar disorder result in the use of a wide range of services and have an impact on employment, education and social activities. Early intervention services have the potential to reduce the economic costs associated with these conditions as well as producing clinical benefits. Methods for conducting economic evaluations are well established and are described in this chapter. This is followed by a summary of the evidence to date that has been produced from economic evaluations in Europe, North America and Australia. Finally, we discuss how evidence of this kind can be used in policy and practice discussions. ? 2014 by John Wiley & Sons, Ltd. All rights reserved.",Cost; Early intervention; Economic evaluation; Psychosis; Service use,,2-s2.0-84926222618
"Ohta S., Veraitch O., Okano H., Ohyama M., Kawakami Y.",22980709700;26435604000;7201660094;7102177724;16151304700;,The Potential of Using Induced Pluripotent Stem Cells in Skin Diseases,2014,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926405414&doi=10.1002%2f9781118285602.ch10&partnerID=40&md5=4592b370425fe9419a6f9232ac665c7e,"The seminal discovery of induced pluripotent stem cells (iPSCs) and subsequent expansion in iPSC research have greatly aided our understanding of stem cell biology and have catapulted the changing face of regenerative medicine into prominence. With easy accessibility and visibility, the skin has been considered a favorable organ to study stem cell behaviors. In particular, the skin provides valuable materials for tissue engineering and testing of novel therapeutic approaches including gene therapy and regenerative medicine. The skin consists of multiple cell lineages, including interfollicular/follicular keratinocytes, melanocytes, sebocytes, and follicular/intradermal mesenchymal cells. Nowadays, iPSCs can be generated from various skin-derived cell populations. Elegant label-tracking experiments have successfully identified their stem/early precursor cell populations. Following molecular and cellular biological experimentations and transgenic studies the elucidation of necessary factors, signaling networks, environments supporting their behavior, and interactions in organogenesis and homeostasis have been uncovered. Taking advantage of the knowledge accumulated by these works, iPSC-derived keratinocytes and melanocytes have been successfully induced, which holds promise as future materials for the bioengineering of the skin and hair, and investigation of biology of skin stem cells. Recently, the concept of cancer stem cells (CSCs) has been proposed. Cancer stem cells have been implied to originate from stem cell subsets and, accordingly, iPSCs may be converted to skin CSCs, especially most life-threatening melanoma CSCs. Those iPSC-derived CSCs may significantly enhance our understanding of cancer biology and allow the development of novel therapeutic strategies. Recently, patient-specific iPSCs were established from intractable genodermatoses, including epidermolysis bullosa, and corrected for their genetic defects. Thus, iPSC technology should open a new era of stem cell biology, genetic/regenerative medicine and oncology in the field of dermatology. ? 2014 by John Wiley & Sons, Inc. All rights reserved.",Cancer stem cells; Induced pluripotent stem cells (iPSCs); Keratinocytes; Melanocytes,Cell culture; Cell proliferation; Dermatology; Diseases; Gene therapy; Oncology; Plants (botany); Regenerative Medicine; Signaling; Tissue engineering; Cancer stem cells; Induced pluripotent stem cells; Keratinocytes; Melanocytes; Mesenchymal cells; Signaling networks; Stem cell biology; Therapeutic strategy; Stem cells,2-s2.0-84926405414
Martini L.,7101858236;,Tomorrow's pharmacists could face a bleak future,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927778361&partnerID=40&md5=3176d242641057b75c08610a37c96425,[無可用摘要],,employment; human; Note; pharmacist; pharmacy student; risk factor; secondary health care; unemployment; United States,2-s2.0-84927778361
Watson H.H.,56883908900;,Allevyn Life app,2014,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979093707&doi=10.7748%2fns.29.9.31.s37&partnerID=40&md5=43bd5b7c6c3f4faaa830dc68bf1e6a50,This app is a training and educational tool for healthcare professionals and users of the Allevyn Life dressings.,,allevyn; polyurethan; education; Great Britain; health care personnel; human; Wounds and Injuries; Great Britain; Health Personnel; Humans; Polyurethanes; Wounds and Injuries,2-s2.0-84979093707
"Billia M., Khan M.S., Dasgupta P.",13403954800;26428256200;7201405986;,Future directions in robotic surgery for bladder cancer,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949179571&doi=10.1007%2f978-1-4614-4906-5_20&partnerID=40&md5=0ba9ddb688ed9176803d2c0ffc54a49f,"Radical cystectomy is currently accepted as the standard of care for muscle-invasive (MIBC) and high-risk non-muscle-invasive bladder cancer (NMIBC) and nowadays can be performed with open, laparoscopic or robotic approach. The robotic approach has become increasingly popular; thanks to better ergonomics, improved higher magnification 3D vision and providing the surgeon the independence of controlling the camera and multiple instruments, which can reproduce the whole spectrum of movements of a human hand. This has made the most difficult steps of intra-corporeal knotting and suturing easier and quicker than laparoscopy. In this chapter we analyse the possible future directions of robotic surgery for urinary bladder cancer and we focus our analysis on surgical access and instrumentation, techniques of urinary diversions, simulation and training and future employment of chemical agents which could improve the detection rate of a early nodal metastasis. ? Springer Science+Business Media New York 2014. All rights are reserved.",,Chemical detection; Diseases; Ergonomics; Laparoscopy; Muscle; Robotics; Surgical equipment; Transplantation (surgical); Detection rates; Multiple instruments; Nodal metastasis; Possible futures; Radical cystectomy; Simulation and training; Standard of cares; Urinary bladder cancer; Robotic surgery,2-s2.0-84949179571
"Rutten B.P.F., Van Os J.",6603411181;7102358027;,Epigenetic epidemiology of psychiatric disorders,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931369019&doi=10.1007%2f978-94-007-2495-2_18&partnerID=40&md5=20ca680a4055ee473735c2fbed4f301f,"Exciting developments in the field of epigenetics have generated great interest within psychiatric epidemiology to focus on direct and indirect evidence for epigenetic involvement in behavior, mental health, and complex psychiatric disorders. Epidemiologic evidence on epigenetics in psychiatry, however, is currently very sparsely available. With the aim to address the current status of the literature on evidence indicative of involvement of epigenetic mechanisms in psychiatric disorders, we describe a clear role for epigenetic mechanisms in development and aging of the brain, with experiences and environmental exposures particularly during early life having considerable impact on the development of functional abilities of the brain. Besides the psychiatric consequences of classical syndromes of genetic imprinting in humans, findings of twin discordance, parent-of-origin effects, paternal age effects, and sex differences in psychiatric disorders suggest epigenetic involvement in the etiology of psychiatric disorders. The evidence is further strengthened by observations of endurable effects of various environmental exposures during life on risk of psychiatric disorders, and preliminary epigenetic studies showing differential epigenetic profiles in patients with several psychiatric disorders. Findings of these first (and preliminary) epigenetic studies should be interpreted with caution because of small samples sizes, lack of replication, limitations in the etiologic validity of psychiatric diagnoses, and in accessibility of the regions and cell types of the brain at appropriate periods during life. Despite the sparse availability, the current evidence for epigenetic involvement in (particularly early) brain development, mental health, and psychiatric disorders appears very promising, and may be used in bringing together inherited and acquired risk factors into a neurodevelopmental etiological model of psychiatric disorders with epigenetics as a plausible key mediating mechanism. Given the dynamic nature of epigenetic regulation of gene expression and the potential reversibility of epigenetic modifications, future well-designed multidisciplinary and translational studies will be of key importance in order to identify new targets for prevention and therapeutic strategies. ? 2012 Springer Science+Business Media B.V. All rights reserved.",,,2-s2.0-84931369019
