作者,作者身分,"文獻名稱	",年份,施引文獻,連結,摘要,作者,索引關鍵字,EID
"Ma W.-J., Hu C.-K.",7402704263;7404570852;,Physical mechanism for biopolymers to aggregate and maintain in non-equilibrium states,2017,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020433581&doi=10.1038%2fs41598-017-03136-7&partnerID=40&md5=84d4c55132f2369edcd0a8e55d6e17d4,"Many human or animal diseases are related to aggregation of proteins. A viable biological organism should maintain in non-equilibrium states. How protein aggregate and why biological organisms can maintain in non-equilibrium states are not well understood. As a first step to understand such complex systems problems, we consider simple model systems containing polymer chains and solvent particles. The strength of the spring to connect two neighboring monomers in a polymer chain is controlled by a parameter s with s → ∞ for rigid-bond. The strengths of bending and torsion angle dependent interactions are controlled by a parameter s A with s A → -∞ corresponding to no bending and torsion angle dependent interactions. We find that for very small s A , polymer chains tend to aggregate spontaneously and the trend is independent of the strength of spring. For strong springs, the speed distribution of monomers in the parallel (along the direction of the spring to connect two neighboring monomers) and perpendicular directions have different effective temperatures and such systems are in non-equilibrium states. ? 2017 The Author(s).",,,2-s2.0-85020433581
"Tsai P.-W., Chien C.-Y., Yeh Y.-C., Tung L., Chen H.-F., Chang T.-H., Lan C.-Y.",36081088000;57188827566;57188831130;7102532018;55842140400;54787346600;7202620988;,Candida albicans Hom6 is a homoserine dehydrogenase involved in protein synthesis and cell adhesion,2017,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963692174&doi=10.1016%2fj.jmii.2016.03.001&partnerID=40&md5=d13008ffba67643f0385f63b51538947,"Background/Purpose Candida albicans is a common fungal pathogen in humans. In healthy individuals, C. albicans represents a harmless commensal organism, but infections can be life threatening in immunocompromised patients. The complete genome sequence of C. albicans is extremely useful for identifying genes that may be potential drug targets and important for pathogenic virulence. However, there are still many uncharacterized genes in the Candida genome database. In this study, we investigated C. albicans Hom6, the functions of which remain undetermined experimentally. Methods HOM6-deleted and HOM6-reintegrated mutant strains were constructed. The mutant strains were compared with wild-type in their growth in various media and enzyme activity. Effects of HOM6 deletion on translation were further investigated by cell susceptibility to hygromycin B or cycloheximide, as well as by polysome profiling, and cell adhesion to polystyrene was also determined. Results C. albicans Hom6 exhibits homoserine dehydrogenase activity and is involved in the biosynthesis of methionine and threonine. HOM6 deletion caused translational arrest in cells grown under amino acid starvation conditions. Additionally, Hom6 protein was found in both cytosolic and cell-wall fractions of cultured cells. Furthermore, HOM6 deletion reduced C. albicans cell adhesion to polystyrene, which is a common plastic used in many medical devices. Conclusion Given that there is no Hom6 homologue in mammalian cells, our results provided an important foundation for future development of new antifungal drugs. ? 2016",Candida albicans; cell adhesion; Hom6; homoserine dehydrogenase; protein synthesis,"cycloheximide; homoserine dehydrogenase; hygromycin B; methionine; polystyrene; protein Hom6; threonine; unclassified drug; antifungal agent; fungal protein; homoserine dehydrogenase; methionine; polystyrene derivative; threonine; amino acid analysis; amino acid sequence; Article; Candida albicans; cell adhesion; cell cycle arrest; controlled study; enzyme activity; fungal strain; fungus growth; gene construct; gene deletion; nonhuman; polysome; protein function; protein synthesis; sequence alignment; biosynthesis; Candida albicans; cell adhesion; enzymology; fungal genome; genetics; human; metabolism; Amino Acid Sequence; Antifungal Agents; Candida albicans; Cell Adhesion; Fungal Proteins; Gene Deletion; Genome, Fungal; Homoserine Dehydrogenase; Humans; Methionine; Polystyrenes; Sequence Alignment; Threonine",2-s2.0-84963692174
"Shih C.-H., Chang Y.-J., Huang W.-C., Jang T.-H., Kung H.-J., Wang W.-C., Yang M.-H., Lin M.-C., Huang S.-F., Chou S.-W., Chang E., Chiu H., Shieh T.-Y., Chen Y.-J., Wang L.-H., Chen L.",56080128500;57011418100;57193411201;35313504800;7402514186;57154838600;7404926652;57211688689;55449628200;57197816859;57197807752;57197809939;7006148240;57022072800;24176064300;7409442924;,EZH2-mediated upregulation of ROS1 oncogene promotes oral cancer metastasis,2017,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035045780&doi=10.1038%2fonc.2017.262&partnerID=40&md5=0c5c75b1bcb503b07e1e27989e7d3158,"Current anti-epidermal growth factor receptor (EGFR) therapy for oral cancer does not provide satisfactory efficacy due to drug resistance or reduced EGFR level. As an alternative candidate target for therapy, here we identified an oncogene, ROS1, as an important driver for oral squamous cell carcinoma (OSCC) metastasis. Among tumors from 188 oral cancer patients, upregulated ROS1 expression strongly correlated with metastasis to lung and lymph nodes. Mechanistic studies uncover that the activated ROS1 results from highly expressed ROS1 gene instead of gene rearrangement, a phenomenon distinct from other cancers. Our data further reveal a novel mechanism that reduced histone methyltransferase EZH2 leads to a lower trimethylation of histone H3 lysine 27 suppressive modification, relaxes chromatin, and promotes the accessibility of the transcription factor STAT1 to the enhancer and the intron regions of ROS1 target genes, CXCL1 and GLI1, for upregulating their expressions. Down-regulation of ROS1 in highly invasive OSCC cells, nevertheless, reduces cell proliferation and inhibits metastasis to lung in the tail-vein injection and the oral cavity xenograft models. Our findings highlight ROS1 as a candidate biomarker and therapeutic target for OSCC. Finally, we demonstrate that co-targeting of ROS1 and EGFR could potentially offer an effective oral cancer therapy.",,"1,4 diamino 1,4 bis(2 aminophenylthio) 2,3 dicyanobutadiene; 2 morpholino 8 phenylchromone; chemokine receptor CXCR1; chemokine receptor CXCR2; crizotinib; CXCL1 chemokine; foretinib; gefitinib; histone H3; interstitial collagenase; lysine; STAT1 protein; stromelysin; transcription factor EZH2; CXCL1 chemokine; CXCL1 protein, human; EGFR protein, human; epidermal growth factor receptor; EZH2 protein, human; GLI1 protein, human; histone; oncoprotein; protein tyrosine kinase; ROS1 protein, human; STAT1 protein; STAT1 protein, human; transcription factor EZH2; transcription factor Gli1; tumor marker; animal experiment; animal model; Article; cancer combination chemotherapy; cancer staging; cell migration; cell proliferation; controlled study; correlational study; down regulation; drug potentiation; gene expression; gene rearrangement; histone modification; human; human cell; intron; lung metastasis; lymph node metastasis; major clinical study; mouse; mouth squamous cell carcinoma; MTT assay; nonhuman; oncogene; Pi3K/Akt signaling; priority journal; promoter region; regulatory mechanism; ROS1 gene; SCID mouse; tumor volume; tumor xenograft; upregulation; animal; antagonists and inhibitors; drug screening; gene expression regulation; genetics; lung tumor; male; metabolism; methylation; molecularly targeted therapy; mouth tumor; pathology; procedures; secondary; squamous cell carcinoma; tumor cell line; Animals; Biomarkers, Tumor; Carcinoma, Squamous Cell; Cell Line, Tumor; Cell Proliferation; Chemokine CXCL1; Down-Regulation; Enhancer of Zeste Homolog 2 Protein; Gene Expression Regulation, Neoplastic; Histones; Humans; Lung Neoplasms; Male; Methylation; Mice; Molecular Targeted Therapy; Mouth Neoplasms; Protein-Tyrosine Kinases; Proto-Oncogene Proteins; Receptor, Epidermal Growth Factor; STAT1 Transcription Factor; Up-Regulation; Xenograft Model Antitumor Assays; Zinc Finger Protein GLI1",2-s2.0-85035045780
"Bajikar S.S., Wang C.-C., Borten M.A., Pereira E.J., Atkins K.A., Janes K.A.",35486665300;26637831500;57189821993;57192302428;7005625729;7004081632;,Tumor-Suppressor Inactivation of GDF11 Occurs by Precursor Sequestration in Triple-Negative Breast Cancer,2017,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034106738&doi=10.1016%2fj.devcel.2017.10.027&partnerID=40&md5=afd370b5d71673aaa3799763accf2eb6,"Triple-negative breast cancer (TNBC) is an aggressive and heterogeneous carcinoma in which various tumor-suppressor genes are lost by mutation, deletion, or silencing. Here we report a tumor-suppressive mode of action for growth-differentiation factor 11 (GDF11) and an unusual mechanism of its inactivation in TNBC. GDF11 promotes an epithelial, anti-invasive phenotype in 3D triple-negative cultures and intraductal xenografts by sustaining expression of E-cadherin and inhibitor of differentiation 2 (ID2). Surprisingly, clinical TNBCs retain the GDF11 locus and expression of the protein itself. GDF11 bioactivity is instead lost because of deficiencies in its convertase, proprotein convertase subtilisin/kexin type 5 (PCSK5), causing inactive GDF11 precursor to accumulate intracellularly. PCSK5 reconstitution mobilizes the latent TNBC reservoir of GDF11 in vitro and suppresses triple-negative mammary cancer metastasis to the lung of syngeneic hosts. Intracellular GDF11 retention adds to the concept of tumor-suppressor inactivation and reveals a cell-biological vulnerability for TNBCs lacking therapeutically actionable mutations. Tumor suppressors are frequently inactivated by mutation, deletion, or silencing of the encoding gene. Bajikar et al. identify a tumor-suppressive role for growth-differentiation factor 11 (GDF11) in triple-negative breast cancer and find GDF11 function is lost in this context through deficient protein maturation, causing intracellular accumulation of inactive pro-GDF11 precursor. ? 2017 Elsevier Inc.",scRNA-seq; stochastic profiling; systems biology; transforming growth factor-β,"growth differentiation factor; growth differentiation factor 11; inhibitor of differentiation 2; messenger RNA; myostatin; Smad4 protein; subtilisin; subtilisin kexin type 5; unclassified drug; uvomorulin; bone morphogenetic protein; cadherin; GDF11 protein, human; growth differentiation factor; animal cell; animal experiment; animal model; Article; breast epithelium cell; cancer genetics; cell adhesion; cell maturation; cell structure; controlled study; female; gene inactivation; human; human tissue; immunofluorescence; immunoreactivity; in vitro study; metastasis; nonhuman; phenotype; priority journal; protein expression; protein processing; RNA sequence; transcriptomics; triple negative breast cancer; tumor spheroid; unfolded protein response; animal; cell motion; cell proliferation; genetics; metabolism; mouse; physiology; triple negative breast cancer; tumor cell line; Animals; Bone Morphogenetic Proteins; Cadherins; Cell Line, Tumor; Cell Movement; Cell Proliferation; Female; Growth Differentiation Factors; Humans; Mice; Phenotype; Triple Negative Breast Neoplasms",2-s2.0-85034106738
"Chen W.-Y., Tsai Y.-C., Siu M.K., Yeh H.-L., Chen C.-L., Yin J.J., Huang J., Liu Y.-N.",56239883300;15766547300;56239671900;36740539100;7501965241;36984760800;7407192095;56239890100;,"Inhibition of the androgen receptor induces a novel tumor promoter, ZBTB46, for prostate cancer metastasis",2017,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033446415&doi=10.1038%2fonc.2017.226&partnerID=40&md5=c2b5d9eb3e55b5e36069be35a3e3a4f7,"Current therapeutic regimens for prostate cancer focus on targeting androgen receptor (AR) signaling. However, the AR is a key factor in luminal epithelium differentiation and was shown to have a role as a tumor suppressor. Thus, its inhibition may activate oncogenic pathways that contribute to metastatic castration-resistant prostate cancer (CRPC). Herein, we report a novel tumor promoter, ZBTB46, which is negatively regulated by AR signaling via microRNA (miR)-1-mediated downregulation. ZBTB46 is associated with malignant prostate cancer and is essential for metastasis. Its overexpression can overcome the antitumor effects of miR-1 and promote androgen-independent proliferation. We demonstrated that ZBTB46 can transcriptionally regulate SNAI1, a key epithelial-to-mesenchymal transition (EMT) driver, which could contribute to induction of the EMT after androgen-deprivation therapy and metastasis. Our findings are supportive of the model that disruption of AR's function may predispose prostate cancer to progress to metastatic CRPC. ? 2017 Macmillan Publishers Limited, part of Springer Nature. All rights reserved.",,"androgen receptor; microRNA; protein SNAI1; tumor promoter; tumor promoter ZBTB46; unclassified drug; androgen receptor; androgen receptor antagonist; androstanolone; AR protein, human; enzalutamide; microRNA; MIRN1 microRNA, human; phenylthiohydantoin; SNAI1 protein, human; transcription factor; transcription factor Snail; Zbtb46 protein, human; animal cell; animal experiment; animal model; Article; cell migration; cell proliferation; controlled study; epithelial mesenchymal transition; gene overexpression; human; human cell; metastasis; mouse; nonhuman; priority journal; prostate cancer; signal transduction; transcription regulation; tumor invasion; analogs and derivatives; animal; biosynthesis; castration resistant prostate cancer; down regulation; drug effects; genetic transfection; genetics; male; metabolism; metastasis; nude mouse; pathology; tumor cell line; xenograft; Androgen Receptor Antagonists; Animals; Cell Line, Tumor; Cell Proliferation; Dihydrotestosterone; Down-Regulation; Heterografts; Humans; Male; Mice; Mice, Nude; MicroRNAs; Neoplasm Metastasis; Phenylthiohydantoin; Prostatic Neoplasms, Castration-Resistant; Receptors, Androgen; Signal Transduction; Snail Family Transcription Factors; Transcription Factors; Transfection",2-s2.0-85033446415
"Shang F., Wang S.-C., Hsu C.-Y., Miao Y., Martin M., Yin Y., Wu C.-C., Wang Y.-T., Wu G., Chien S., Huang H.-D., Tarng D.-C., Shiu Y.-T., Cheung A.K., Huang P.-H., Chen Z., Shyy J.Y.-J.",57194474948;57192699101;55470777100;57196319341;55604849100;57194476701;35178735300;55614984500;57196321990;24494646000;7405615434;22986682100;8719669300;7401806370;8930464800;56470996300;7004726255;,MicroRNA-92a mediates endothelial dysfunction in CKD,2017,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032641505&doi=10.1681%2fASN.2016111215&partnerID=40&md5=241f62a99ed8c55c39037dec59f34e3a,"CKDis an independent risk factor for cardiovascular disease (CVD). The accumulation of uremic toxins in CKD induces oxidative stress andendothelial dysfunction. MicroRNA-92a (miR-92a) is inducedby oxidative stress in endothelial cells (ECs) and involved in angiogenesis and atherosclerosis.We investigated a role for oxidative stress-responsive miR-92a in CKD. Our study of patients at three clinical sites showed increased serum miR-92a level with decreased kidney function. In cultured ECs, human CKD serum or uremic toxins (such as indoxyl sulfate), compared with non-CKDserum, induced the levels ofmiR-92a and suppressedthe expression ofmiR-92a targets, includingkey endothelial-protectivemolecules.The antioxidantN-acetylcysteine inhibited these vasculopathic properties. In rats, adenine-induced CKD associated with increased levels of miR-92a in aortas, serum, and CD144+ endothelial microparticles. Furthermore, CD144+ microparticles from human uremic serum contained more miR-92a than those from control serum. Additional analysis showed a positive correlation between serumlevels ofmiR-92a and indoxyl sulfate in a cohort of patientswith ESRD undergoing hemodialysis. Collectively, our findings suggest that the uremic toxins accumulated in CKD can upregulate miR-92a in ECs, which impairs EC function and predisposes patients to CVD. ? 2017 by the American Society of Nephrology.",,"acetylcysteine; endothelial nitric oxide synthase; indican; kruppel like factor 2; kruppel like factor 4; microRNA; microRNA 92a; sirtuin 1; unclassified drug; uremic toxin; vascular endothelial cadherin; microRNA; MIRN92 microRNA, human; adult; Article; chronic kidney failure; cohort analysis; controlled study; down regulation; end stage renal disease; endothelial dysfunction; endothelial microparticle; estimated glomerular filtration rate; female; gene expression; gene function; gene repression; gene targeting; hemodialysis; human; human cell; human cell culture; immunoblotting; kidney function; major clinical study; male; middle aged; molecular pathology; multicenter study; oxidative stress; polymerase chain reaction; priority journal; protein blood level; quantitative analysis; umbilical vein endothelial cell; upregulation; animal; blood; chronic kidney failure; clinical trial; endothelium cell; pathophysiology; physiology; rat; Wistar rat; Animals; Endothelial Cells; Female; Humans; Male; MicroRNAs; Middle Aged; Rats; Rats, Wistar; Renal Insufficiency, Chronic",2-s2.0-85032641505
"Chu S.-K., Yang H.-C.",57188698525;49762407800;,Interethnic DNA methylation difference and its implications in pharmacoepigenetics,2017,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032447890&doi=10.2217%2fepi-2017-0046&partnerID=40&md5=cad6252301f04b6971c9af793e7e569d,"Aim: This is the first systematic study to examine the population differentiation effect of DNA methylation on the treatment response and drug absorption, distribution, metabolism and excretion in multiple tissue types and cancer types. Materials & methods: We analyzed the whole methylome and transcriptome data of primary tumor tissues of four cancer types (breast, colon, head & neck and uterine corpus) and lymphoblastoid cell lines for African and European ancestry populations. Results: Ethnicity-associated CpG sites exhibited similar methylation patterns in the two studied populations, but the patterns differed between tumor tissues and lymphoblastoid cell lines. Ethnicity-associated CpG sites may have triggered gene expression, influenced drug absorption, distribution, metabolism and excretion, and showed tumor-specific patterns of methylation and gene regulation. Conclusion: Ethnicity should be carefully accounted for in future pharmacoepigenetics research. ? 2017 2017 Hsin-Chou Yang & Shih-Kai Chu.",cancer epigenetics; DNA methylation; epipharmacogenomics; population differentiation,"DNA; transcriptome; antineoplastic agent; African; ancestry group; Article; DNA methylation; drug absorption; drug distribution; drug excretion; drug metabolism; epigenetics; ethnic group; ethnicity; European; gene control; human; lymphoblastoid cell; lymphoblastoid cell line; population differentiation; primary tumor; priority journal; systematic review; treatment response; Black person; Caucasian; CpG island; epigenetics; ethnology; female; genetic epigenesis; genetics; male; meta analysis; metabolic clearance rate; neoplasm; pharmacogenetics; standards; tissue distribution; tumor cell line; African Continental Ancestry Group; Antineoplastic Agents; Cell Line, Tumor; CpG Islands; DNA Methylation; Epigenesis, Genetic; Epigenomics; European Continental Ancestry Group; Female; Humans; Male; Metabolic Clearance Rate; Neoplasms; Pharmacogenetics; Tissue Distribution",2-s2.0-85032447890
"Lee Y.-H., Wu H.-C., Yeh C.-W., Kuan C.-H., Liao H.-T., Hsu H.-C., Tsai J.-C., Sun J.-S., Wang T.-W.",57188749674;55584801602;57193797791;56196810700;8902007800;56995505400;57077585000;7410367102;7405565077;,Enzyme-crosslinked gene-activated matrix for the induction of mesenchymal stem cells in osteochondral tissue regeneration,2017,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028970096&doi=10.1016%2fj.actbio.2017.09.008&partnerID=40&md5=e5596d182edfa555973d178e9197c1da,"The development of osteochondral tissue engineering is an important issue for the treatment of traumatic injury or aging associated joint disease. However, the different compositions and mechanical properties of cartilage and subchondral bone show the complexity of this tissue interface, making it challenging for the design and fabrication of osteochondral graft substitute. In this study, a bilayer scaffold is developed to promote the regeneration of osteochondral tissue within a single integrated construct. It has the capacity to serve as a gene delivery platform to promote transfection of human mesenchymal stem cells (hMSCs) and the functional osteochondral tissues formation. For the subchondral bone layer, the bone matrix with organic (type I collagen, Col) and inorganic (hydroxyapatite, Hap) composite scaffold has been developed through mineralization of hydroxyapatite nanocrystals oriented growth on collagen fibrils. We also prepare multi-shell nanoparticles in different layers with a calcium phosphate core and DNA/calcium phosphate shells conjugated with polyethyleneimine to act as non-viral vectors for delivery of plasmid DNA encoding BMP2 and TGF-β3, respectively. Microbial transglutaminase is used as a cross-linking agent to crosslink the bilayer scaffold. The ability of this scaffold to act as a gene-activated matrix is demonstrated with successful transfection efficiency. The results show that the sustained release of plasmids from gene-activated matrix can promote prolonged transgene expression and stimulate hMSCs differentiation into osteogenic and chondrogenic lineages by spatial and temporal control within the bilayer composite scaffold. This improved delivery method may enhance the functionalized composite graft to accelerate healing process for osteochondral tissue regeneration. Statement of Significance In this study, a gene-activated matrix (GAM) to promote the growth of both cartilage and subchondral bone within a single integrated construct is developed. It has the capacity to promote transfection of human mesenchymal stem cells (hMSCs) and the functional osteochondral tissues formation. The results show that the sustained release of plasmids including TGF-beta and BMP-2 from GAM could promote prolonged transgene expression and stimulate hMSCs differentiation into the osteogenic and chondrogenic lineages by spatial control manner. This improved delivery method should enhance the functionalized composite graft to accelerate healing process in vitro and in vivo for osteochondral tissue regeneration. ? 2017 Acta Materialia Inc.",Calcium phosphate; Enzymatic cross-linking; Gene-activated matrix; Mesenchymal stem cell; Osteochondral graft substitute,"alkaline phosphatase; bone morphogenetic protein 2; calcium phosphate; collagen type 1; hydroxyapatite; nanocomposite; osteopontin; plasmid DNA; polyethyleneimine; protein glutamine gamma glutamyltransferase; transcription factor RUNX2; transforming growth factor beta3; bone morphogenetic protein 2; cross linking reagent; DNA; transforming growth factor beta3; Article; articular cartilage; bone development; bone mineralization; cell culture; cell differentiation; cell viability; chondrogenesis; collagen fiber; collagen fibril; compression; controlled study; differential scanning calorimetry; elasticity; energy dispersive X ray spectroscopy; extracellular matrix; gene activation; HeLa cell line; human; human cell; human tissue; hyaline cartilage; immunohistochemistry; joint; lipid bilayer; mesenchymal stem cell; priority journal; protein cross linking; protein expression; real time polymerase chain reaction; sustained drug release; tissue engineering; tissue regeneration; bone development; chemistry; chondrogenesis; cytology; gene; gene expression regulation; genetic transfection; infrared spectroscopy; mesenchymal stroma cell; metabolism; photon correlation spectroscopy; plasmid; regeneration; tissue scaffold; ultrastructure; Bone Morphogenetic Protein 2; Calorimetry, Differential Scanning; Chondrogenesis; Collagen Type I; Cross-Linking Reagents; DNA; Durapatite; Dynamic Light Scattering; Extracellular Matrix; Gene Expression Regulation; Genes; HeLa Cells; Humans; Mesenchymal Stromal Cells; Osteogenesis; Plasmids; Polyethyleneimine; Regeneration; Spectroscopy, Fourier Transform Infrared; Tissue Scaffolds; Transfection; Transforming Growth Factor beta3; Transglutaminases",2-s2.0-85028970096
"Chung C.-J., Kuo Y.-C., Hsieh Y.-Y., Li T.-C., Lin C.-C., Liang W.-M., Liao L.-N., Li C.-I., Lin H.-C.",35331670100;57199010207;57195550830;35196265000;8240532000;18836306800;56079136900;8529120000;36606471100;,Subject-enabled analytics model on measurement statistics in health risk expert system for public health informatics,2017,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028693036&doi=10.1016%2fj.ijmedinf.2017.08.011&partnerID=40&md5=077952d4c1b4a3bb01d7f9a4d7352016,"Purpose This study applied open source technology to establish a subject-enabled analytics model that can enhance measurement statistics of case studies with the public health data in cloud computing. Methods The infrastructure of the proposed model comprises three domains: 1) the health measurement data warehouse (HMDW) for the case study repository, 2) the self-developed modules of online health risk information statistics (HRIStat) for cloud computing, and 3) the prototype of a Web-based process automation system in statistics (PASIS) for the health risk assessment of case studies with subject-enabled evaluation. The system design employed freeware including Java applications, MySQL, and R packages to drive a health risk expert system (HRES). In the design, the HRIStat modules enforce the typical analytics methods for biomedical statistics, and the PASIS interfaces enable process automation of the HRES for cloud computing. The Web-based model supports both modes, step-by-step analysis and auto-computing process, respectively for preliminary evaluation and real time computation. Results The proposed model was evaluated by computing prior researches in relation to the epidemiological measurement of diseases that were caused by either heavy metal exposures in the environment or clinical complications in hospital. The simulation validity was approved by the commercial statistics software. The model was installed in a stand-alone computer and in a cloud-server workstation to verify computing performance for a data amount of more than 230 K sets. Both setups reached efficiency of about 10 5 sets per second. Conclusions The Web-based PASIS interface can be used for cloud computing, and the HRIStat module can be flexibly expanded with advanced subjects for measurement statistics. The analytics procedure of the HRES prototype is capable of providing assessment criteria prior to estimating the potential risk to public health. ? 2017 Elsevier B.V.",Health measurement data warehouse; Health risk expert system; Health risk information; Open source; Process automation; R software,"Automation; Cloud computing; Computer software; Computer workstations; Data warehouses; Digital storage; Distributed computer systems; Expert systems; Health; Heavy metals; Network function virtualization; Open source software; Open systems; Process control; Public health; Risk assessment; Risk perception; Risks; Statistics; Websites; Health measurement; Open sources; Process automation; R softwares; Risk information; Health risks; Article; cloud computing; comparative study; data base; diagnostic accuracy; end stage renal disease; environmental exposure; expert system; feedback system; female; health hazard; health statistics; heavy metal poisoning; human; intranet; major clinical study; male; medical informatics; non insulin dependent diabetes mellitus; normal distribution; priority journal; risk factor; aged; cloud computing; diseases; health status; Internet; software; theoretical model; utilization; Aged; Cloud Computing; Disease; Expert Systems; Female; Health Status; Humans; Internet; Male; Models, Theoretical; Public Health Informatics; Software",2-s2.0-85028693036
"Chen B., Lee Y.-J., Aruin A.S.",55926784100;36194046300;7003332014;,Role of point of application of perturbation in control of vertical posture,2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028331898&doi=10.1007%2fs00221-017-5069-2&partnerID=40&md5=f0fa3c02667473d17eda2c2fa602f480,"The role of point of application of perturbation in the anticipatory (APAs) and compensatory (CPAs) postural control was studied. Twelve healthy participants stood on a sliding board (that was either locked and as such motionless or unlocked and as such free to move in the anterior–posterior direction). The body perturbations were applied either to the shoulders (by a pendulum impact) or the feet (by the movement of the sliding board). Electromyographic activity (EMG) of the trunk and lower extremity muscles was recorded. Latencies, integrals of EMG and muscle co-contraction (C) and reciprocal (R) activation indices were calculated and analyzed within the intervals typical for the APAs and CPAs. Higher EMG integrals were seen in the APAs phase when perturbation was applied to the shoulders. Reciprocal activation of muscles was seen in the APAs phase in the shoulders perturbation?condition, while co-contraction was seen in the feet perturbation?condition. Co-contraction was observed within the CPA phase in both experimental conditions. Higher C values were found in the feet perturbation condition in the CPA phase. The results suggest that different motor control strategies are employed by the central nervous system when encounter perturbations of similar magnitude but applied to different parts of the body. The outcome highlights the importance of investigation of the role of the point of application of the perturbation. ? 2017, Springer-Verlag GmbH Germany.",Anticipatory; Compensatory; Muscle activation; Perturbation; Point of application; Postural control,"acceleration; adult; Article; body position; comparative study; controlled study; electromyogram; electromyography; female; foot; human; human experiment; latent period; leg muscle; male; motor control; muscle contraction; neuromuscular function; normal human; point of application of perturbation; priority journal; shoulder; trunk; vertical posture; biomechanics; body equilibrium; physiology; skeletal muscle; young adult; Adult; Biomechanical Phenomena; Electromyography; Female; Humans; Male; Muscle, Skeletal; Postural Balance; Young Adult",2-s2.0-85028331898
"Lin W.-C., Huang C.-C., Lin S.-J., Li M.-J., Chang Y., Lin Y.-J., Wan W.-L., Shih P.-C., Sung H.-W.",57203737528;18634344000;57195415930;57043725300;57129229800;56895326000;56895608500;57195416722;7201871335;,In situ depot comprising phase-change materials that can sustainably release a gasotransmitter H2S to treat diabetic wounds,2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027991216&doi=10.1016%2fj.biomaterials.2017.08.023&partnerID=40&md5=cf8e02765294fbec882d0c70e9430202,"Patients with diabetes mellitus are prone to develop refractory wounds. They exhibit reduced synthesis and levels of circulating hydrogen sulfide (H2S), which is an ephemeral gaseous molecule. Physiologically, H2S is an endogenous gasotransmitter with multiple biological functions. An emulsion method is utilized to prepare a microparticle system that comprises phase-change materials with a nearly constant temperature of phase transitions to encapsulate sodium hydrosulfide (NaHS), a highly water-labile H2S donor. An emulsion technique that can minimize the loss of water-labile active compounds during emulsification must be developed. The as-prepared microparticles (NaHS@MPs) provide an in situ depot for the sustained release of exogenous H2S under physiological conditions. The sustained release of H2S promotes several cell behaviors, including epidermal/endothelial cell proliferation and migration, as well as angiogenesis, by extending the activation of cellular ERK1/2 and p38, accelerating the healing of full-thickness wounds in diabetic mice. These experimental results reveal the strong potential of NaHS@MPs for the sustained release of H2S for the treatment of diabetic wounds. ? 2017 Elsevier Ltd",Angiogenesis; Drug delivery; Gasotransmitter; Hydrogen sulfide; Refractory wound,"gasotransmitter; hydrogen sulfide; microsphere; angiogenesis; animal; cell motion; cell proliferation; drug effect; experimental diabetes mellitus; human; mouse; pathology; umbilical vein endothelial cell; wound healing; Animals; Cell Movement; Cell Proliferation; Diabetes Mellitus, Experimental; Gasotransmitters; Human Umbilical Vein Endothelial Cells; Humans; Hydrogen Sulfide; Mice; Microspheres; Neovascularization, Physiologic; Wound Healing",2-s2.0-85027991216
