作者,作者身分,"文獻名稱	",年份,施引文獻,連結,摘要,作者,索引關鍵字,EID
"Wu C.-Y., Chen P.-D., Chou W.-H., Liang J.-T., Huang C.-S., Wu Y.-M.",55548731500;55924802500;37033475500;24473304800;34768385900;8265304000;,Is robotic hepatectomy cost-effective? In view of patient-reported outcomes,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060647251&doi=10.1016%2fj.asjsur.2018.12.010&partnerID=40&md5=77426b19daffb2bc4ef6450495bdb352,"Background: Robotic hepatectomy has been accepted as an alternative for patients needing surgery. However, few reports addressed the patient-reported outcomes and long-term quality of life (QoL) of patients having undergone robotic liver surgery. Methods: This study presented the QoL and cost-effectiveness associated with robotic and open hepatectomy by performing a comparative survey using two standardized questionnaires (Short Form-36 and Gastrointestinal Quality of Life Index). Results: One hundred patients completed the study. The robotic group tended to experienced longer operation time but shorter length of hospital stay compared to open group. Moreover, the robotic group had faster return to daily activities, less need of patient-controlled anesthesia, and less wound-related complaints in long-term follow-up. The robotic group incurred higher peri-operative expenses; however, the cost of inpatient care was lower. Conclusions: Our study suggested that robotic hepatectomy provided good post-operative QoL and recovery of daily activity. However, efforts for lowering the financial burden of medical care by reducing the cost of robotic surgery is necessary for further application. ? 2019",Cost-effectiveness; Patient-reported outcome; Quality of life; Robotic hepatectomy,"aged; convalescence; cost control; cost of illness; economics; female; follow up; human; length of stay; liver; liver resection; male; middle aged; operation duration; patient; patient controlled analgesia; patient satisfaction; procedures; psychology; quality of life; robotic surgical procedure; statistics and numerical data; surgery; time factor; treatment outcome; Aged; Analgesia, Patient-Controlled; Cost of Illness; Cost Savings; Female; Follow-Up Studies; Hepatectomy; Humans; Length of Stay; Liver; Male; Middle Aged; Operative Time; Patient Satisfaction; Patients; Quality of Life; Recovery of Function; Robotic Surgical Procedures; Time Factors; Treatment Outcome",2-s2.0-85060647251
"Lin F.-M., Feng J.-Y., Fang W.-F., Wu C.-L., Yu C.-J., Lin M.-C., Ku S.-C., Chen C.-W., Tu C.-Y., Yang K.-Y.",57203133499;24168534700;14830224400;7501672595;7404977466;56459281700;7006331059;8083933000;7402578835;7404291160;,Impact of prior pulmonary tuberculosis in treatment outcomes of HCAP and CAP patients in intensive care units,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053687218&doi=10.1016%2fj.jmii.2018.08.012&partnerID=40&md5=ed08c0198bf04b66d93adb12c7b6e353,"Background/purpose: It is controversial whether healthcare-associated pneumonia (HCAP) belongs to a unique clinical entity or it shares common characteristics with community-acquired pneumonia (CAP). The impact of prior pulmonary tuberculosis (PTB) in clinical presentation and treatment outcome of ICU-admitted CAP and HCAP patients also remains unknown. Methods: We report a nationwide, multi-center, retrospective study. ICU-admitted CAP and HCAP patients from six medical centers in Taiwan were enrolled for analysis. Patients were defined as either CAP or HCAP cases, and with and without prior PTB, according to the database of Taiwan CDC. The disease severity, microbiologic characteristics, and treatment outcomes between CAP and HCAP patients with or without prior PTB were compared and analyzed. Results: A total of 414 ICU-admitted patients, including 176 CAP cases and 238 HCAP cases were included for analysis during the study period. In both CAP and HCAP subgroups, the pneumonia severities, proportions of organ dysfunction, and microbiologic characteristics were similar between patients with and without prior PTB. In survival analysis, patients with prior PTB had higher 30-day mortality than those without prior PTB (38.9% vs. 16.5%, p = 0.021) in the CAP population. Multivariate analysis revealed that a history of prior PTB was an independent clinical factor associated with higher 30-day mortality rate in CAP patients (HR = 4.45, 95% CI: 1.81–10.98, P = 0.001). Conclusion: History of prior PTB is an independent clinical factor for increased 30-day mortality rate in ICU-admitted CAP patients, but not in ICU-admitted HCAP patients. ? 2018",Community-acquired pneumonia; Healthcare-associated pneumonia; Intensive care unit; Mortality; Tuberculosis,"antibiotic agent; antiinfective agent; Acinetobacter baumannii; aged; antibiotic therapy; Article; cardiovascular disease; chronic lung disease; clinical evaluation; community acquired pneumonia; diabetes mellitus; disease severity; Enterobacter; Enterococcus faecium; female; health care associated pneumonia; hospital admission; hospital mortality; human; intensive care unit; Klebsiella pneumoniae; length of stay; lung tuberculosis; major clinical study; male; malignant neoplasm; mortality rate; multicenter study; nonhuman; pathogen load; Pneumonia Severity Index; Pseudomonas aeruginosa; respiratory failure; retrospective study; septic shock; smoking habit; Staphylococcus aureus; survival analysis; Taiwan; treatment outcome; adult; clinical trial; community acquired infection; comorbidity; demography; epidemiology; hospital; hospitalization; lung tuberculosis; microbiology; middle aged; mortality; multivariate analysis; pneumonia; regression analysis; risk factor; severity of illness index; statistical model; treatment outcome; very elderly; young adult; Adult; Aged; Aged, 80 and over; Anti-Bacterial Agents; Community-Acquired Infections; Comorbidity; Demography; Female; Healthcare-Associated Pneumonia; Hospitalization; Hospitals; Humans; Intensive Care Units; Logistic Models; Male; Middle Aged; Mortality; Multivariate Analysis; Pneumonia; Regression Analysis; Retrospective Studies; Risk Factors; Severity of Illness Index; Survival Analysis; Taiwan; Treatment Outcome; Tuberculosis, Pulmonary; Young Adult",2-s2.0-85053687218
"Yang K.-T., Lin Y.-L., Lin Y.-X., Wang S.-Y., Wu Y.-H.S., Chou C.-H., Fu S.-G., Chen Y.-C.",35306290300;37114609400;57209831549;55978990000;56297447100;26637419500;7402732502;22233439000;,Protective effects of antioxidant egg-chalaza hydrolysates against chronic alcohol consumption-induced liver steatosis in mice,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057453081&doi=10.1002%2fjsfa.9426&partnerID=40&md5=0040f859957c38821620f591f69bd5cc,"BACKGROUND: Reactive oxygen species (ROS) overproduction is highly related to some human chronic diseases. There are approximately 400 metric tons of chalazae produced yearly after the processing of the liquid-egg production, which are disposed of as waste. The objectives of this study were to look for the optimal production condition of antioxidant crude chalaza hydrolysates and evaluate the in vivo antioxidant capacity via a chronic alcohol consumption mouse model. RESULTS: Antioxidant crude chalaza hydrolysates (CCH-As) could be produced by protease A at 1:100 ratio (w/w) and 0.5 h hydrolytic period. After our analyses, CCH-As were rich in leucine, arginine, phenylalanine, valine, lysine and antioxidant dipeptides (anserine and carnosine), and the major molecular masses were lower than 15 kDa. Regarding protective effects of CCH-As against oxidative damage in alcoholic-liquid-diet-fed mice, alcohol-fed mice had lower (P < 0.05) liver antioxidant capacities, and higher (P < 0.05) liver lipid contents, serum lipid/liver damage indices and IL-1β/IL-6 values. CCH-A supplementation reversed (P < 0.05) liver antioxidant capacities and reduced (P < 0.05) serum/liver lipids in alcohol-fed mice, which may result from increased (P < 0.05) fecal lipid output, upregulated (P < 0.05) fatty acid β-oxidation and downregulated (P < 0.05) lipogenesis in the liver. CONCLUSION: Taken together, this CCH-A should benefit the liquid-egg industry, while also offering consumers a choice of healthy ingredients from animal sources. ? 2018 Society of Chemical Industry. ? 2018 Society of Chemical Industry",alcoholic fatty liver; amino acid profile; in vitro and in vivo antioxidant effects; lipid metabolism; protease-A-digested crude chalaza hydrolysate,"antioxidant; interleukin 6; protein hydrolysate; reactive oxygen metabolite; analysis; animal; C57BL mouse; chemistry; chicken; drinking behavior; drug effect; egg yolk; fatty liver; human; liver; male; metabolism; mouse; waste; Alcohol Drinking; Animals; Antioxidants; Chickens; Egg Yolk; Fatty Liver; Humans; Interleukin-6; Liver; Male; Mice; Mice, Inbred C57BL; Protein Hydrolysates; Reactive Oxygen Species; Waste Products",2-s2.0-85057453081
"Lin W.-P., Huang Y.-S., Wang J.-T., Chen Y.-C., Chang S.-C.",57191910024;55905317900;57200392986;7601447585;57201855866;,Prevalence of and risk factor for community-onset third-generation cephalosporin-resistant Escherichia coli bacteremia at a medical center in Taiwan,2019,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062835964&doi=10.1186%2fs12879-019-3880-z&partnerID=40&md5=25d8765dd882618f8830ff55cafba632,"Background: Increased resistance to third-generation cephalosporin (3GC) is a serious concern for community-onset Escherichia coli infection because this resistance easily delays effective treatment. This study surveyed the current antimicrobial resistance pattern among E. coli isolates that cause community-onset bacteremia, with a special focus on the prevalence of and the risk factors for 3GC resistance, and determined factors for poor outcomes among patients with community-onset E. coli bacteremia. Methods: This retrospective study was conducted at a tertiary-care teaching hospital in Taiwan. All adult patients with community-onset E. coli bacteremia between January 1, 2015, and December 31, 2015 were enrolled and were divided into two groups depending on whether the E. coli isolate was susceptible to 3GCs. Risk factors for 3GC resistance, 14-day all-cause mortality, and length of hospital stay were analyzed. Results: The overall rate of 3GC resistance among E. coli isolates causing community-onset bacteremia was 19.7%, whereas it was 9.6% if only isolates causing community-acquired bacteremia were considered. Independent risk factors for 3GC-resistant community-onset E. coli bacteremia were hospitalization within the past 1 year (odds ratio: 2.4, 95% confidence interval: 1.6-3.7, P < 0.001), exposure to antibiotics within the past 15 days (2.6, 1.4-4.9, P = 0.002), residence in nursing home or long-term care facility (3.6, 1.0-12.3, P = 0.044), presence of underlying genitourinary disease (1.9, 1.2-2.9, P = 0.005), and presence of indwelling implantable intravenous port (2.2, 1.1-4.1, P = 0.021). 3GC resistance was independently associated with increased length of hospital stays (P < 0.001). Conclusion: In this study, the prevalence of 3GC resistance was high among both patients with community-onset and those with community-acquired E. coli bacteremia. 3GC resistance is a strong independent risk factor for length of hospital stay. The effectiveness of empirical antibiotic treatment would partially explain the impact of 3GC resistance, but more evidence is needed. The choice of appropriate empirical antibiotics for community-onset E. coli bacteremia might impact outcomes in terms of the length of hospital stay and need to be individualized according to the patient-specific risk for acquiring drug-resistant pathogens. ? 2019 The Author(s).",Appropriate empirical treatment; Bacteremia; Community-onset infection; Escherichia coli; Third-generation cephalosporin resistance,"amikacin; antibiotic agent; cefazolin; cefepime; cefmetazole; cefotaxime; ceftazidime; cephalosporin derivative; ciprofloxacin; cotrimoxazole; ertapenem; gentamicin; imipenem; levofloxacin; meropenem; piperacillin plus tazobactam; sultamicillin; tigecycline; antiinfective agent; cephalosporin derivative; aged; all cause mortality; antibiotic resistance; antibiotic sensitivity; Article; bacterium isolate; community acquired infection; controlled study; Escherichia coli; Escherichia coli bacteremia; female; Gram negative sepsis; hospitalization; human; infection risk; length of stay; major clinical study; male; nonhuman; nursing home; observational study; prevalence; retrospective study; risk factor; Taiwan; tertiary care center; urogenital tract disease; urosepsis; bacteremia; community acquired infection; drug effect; Escherichia coli infection; hospital; microbiology; pathogenicity; Anti-Bacterial Agents; Bacteremia; Cephalosporins; Community-Acquired Infections; Drug Resistance, Bacterial; Escherichia coli; Escherichia coli Infections; Hospitals; Humans; Prevalence; Risk Factors",2-s2.0-85062835964
"Lee A.C.-L., Shih Y.-Y., Zhou F., Chao T.-C., Lee H., Liao Y.-F., Hsu W.-M., Hong J.-H.",57194386299;25931750000;7401723407;7202892353;8158266400;7403027016;55541817900;7404118733;,Calreticulin regulates MYCN expression to control neuronal differentiation and stemness of neuroblastoma,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059591909&doi=10.1007%2fs00109-018-1730-x&partnerID=40&md5=cd04c3689a10fa8f89737a1e48a31b33,"Oncogenic N-MYC (MYCN) is widely used as a biomarker in clinics for neuroblastoma (NB) patients; nevertheless, mechanism that underlines MYCN regulation remains elusive. In the present study, we identified calreticulin (CRT) as a novel MYCN suppressor that downregulated MYCN promoter activity and protein expression to modulate neuronal differentiation and stemness. Our data showed that CRT-mediated MYCN suppression led to increased neurite length and commensurate elevation in differentiation marker GAP-43. We examined effect of radiotherapy and discovered that ionizing radiation (IR) was able to augment CRT expression dose-dependently in NB. Interestingly, neuronal differentiation and neurosphere formation (NSF) of NB were not only co-modulated by IR and CRT but were also dependent on Ca 2+ -buffering domain (C-domain) of CRT. Mutagenesis analysis showed that C-domain was indispensable for CRT-mediated MYCN regulation in NB differentiation and NSF. Of note, IR-induced formation of neural stem-like neurospheres (NS) was significantly impaired in CRT-overexpressed NB cells. The occupancy of CRT on MYCN 5′ proximal promoter was confirmed by chromatin immunoprecipitation assays, revealing potential CRT binding sites that coincided with transcription factor E2F1 binding elements. In addition, we identified a physical interaction between CRT and E2F1, and demonstrated that CRT occupancy on MYCN promoter prevented E2F1-mediated MYCN upregulation. In line with in vitro findings, hampered tumor latency and retarded tumor growth in xenograft model corroborated IR and CRT co-mediated neuronal differentiation of NB. Together, our data delineated a novel mechanism of CRT-mediated MYCN regulation and warranted further preclinical investigation towards new therapeutic strategy for NB. CRT suppresses MYCN expression and promotes neuronal differentiation in NB. CRT regulates MYCN via interaction with E2F1 and direct binding to MYCN promoter. Ca 2+ -buffering domain of CRT is critical in MYCN regulation and NB differentiation. CRT-MYCN axis impacts on NB stemness by modulating neurosphere formation. Xenograft model corroborates in vitro NB differentiation mediated by CRT and IR. ? 2019, Springer-Verlag GmbH Germany, part of Springer Nature.",Calreticulin; Differentiation; MYCN; Neuroblastoma; Neurosphere; Radiation,calcium ion; calreticulin; N Myc proto oncogene protein; neuromodulin; transcription factor E2F1; 5' untranslated region; animal experiment; animal model; Article; binding site; cancer patient; cancer radiotherapy; cancer stem cell; chromatin immunoprecipitation; clinical article; cohort analysis; controlled study; gene overexpression; human; human cell; human tissue; in vitro study; in vivo study; ionizing radiation; mouse; mutagenesis; nerve cell differentiation; neurite; neurite outgrowth; neuroblastoma; neuroblastoma cell line; nonhuman; oncogene c myb; promoter region; protein expression; protein protein interaction; receptor down regulation; SK-N-BE(2) cell line; SK-N-SH cell line; tumor growth; tumor suppressor gene; tumor xenograft,2-s2.0-85059591909
"Chou H.-L., Chao T.-Y., Chen T.-C., Chu C.-M., Hsieh C.-H., Lin L.-I., Yao C.-T.",23767198900;57212979787;7405541822;8205204900;35200718700;35299727500;36337986900;,Chemotherapy agents induce tartrate-resistant acid phosphatase 5a contributing to the symptom distress in lung cancer patients,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060116392&doi=10.1016%2fj.ejphar.2019.01.011&partnerID=40&md5=e1f5856e861cfcdb4566fc0d94a594b4,"Tartrate-resistant acid phosphatase 5a (TRACP5a) is mainly secreted by activated macrophages in chronic inflammation. Serum TRACP5a is associated with symptom distress in lung cancer patients during chemotherapy. Therefore, this study aimed to investigate whether chemotherapy drugs modulate TRACP5a as an inducible marker for symptom distress in lung cancer patients during chemotherapy. In clinical analysis, lung cancer participants completely received the six-cycle chemotherapy process (n = 42). Clinical determinations for TRACP5a, C-reactive protein (CRP), interleukin-6 (IL-6), white blood cells, monocytes, and hemoglobin were analyzed at six time points: BL, C1d8, C2d1, C4d1, C4d8, and Ed28. Meanwhile, five questionnaires for fatigue, sleep disturbance, pain, depression, and confusion were finished before drug treatment. For monocyte-to-macrophage differentiation, THP-1 cells were treated with phorbol 12-myristate 13-acetate (PMA). TRACP5a secretion in THP-1 cells was determined at the following days up to 6 days after 1-day incubation of chemotherapy drugs by dot blotting. Clinical analysis revealed that TRACP5a significantly increased at C1d8 and C4d8, but dropped at C2d1 and Ed28. CRP and IL-6 displayed a broad-range variation, resulting in no significant difference among the assessment time points. In contrast, monocytes decreased at C1d8 and C4d8, but rose again at C2d1 and Ed28. In symptom distress, the changes only in fatigue and sleep disturbance were positively associated with the trend in TRACP5a. In PMA-treated THP-1 cells, TRACP5a significantly increased after stimulation with gemcitabine and paclitaxel. Taken together, induction of TRACP5a by chemotherapy drugs might be generated from monocyte-differentiated macrophages, further causing clinical symptom distress in lung cancer patients. ? 2019 Elsevier B.V.",Chemotherapy drugs; Lung cancer; Monocyte-differentiated macrophages; Symptom distress; TRACP5a,"acid phosphatase tartrate resistant isoenzyme; C reactive protein; carboplatin; cisplatin; gemcitabine; hemoglobin; interleukin 6; paclitaxel; phorbol 13 acetate 12 myristate; tartrate resistant acid phosphatase 5a; unclassified drug; vinorelbine tartrate; acid phosphatase tartrate resistant isoenzyme; antineoplastic agent; biological marker; C reactive protein; hemoglobin; interleukin 6; phorbol 13 acetate 12 myristate; adult; Article; cancer chemotherapy; cancer patient; cell differentiation; clinical article; confusion; controlled study; depression; dot blotting; drug effect; fatigue; female; hemoglobin blood level; human; in vitro study; incubation time; leukocyte; leukocyte count; macrophage; male; mental stress; monocyte; multiple cycle treatment; non small cell lung cancer; pain; priority journal; protein analysis; protein blood level; protein expression; questionnaire; sleep disorder; THP-1 cell line; time factor; aged; blood; chemically induced; lung tumor; metabolism; middle aged; non small cell lung cancer; pathophysiology; psychology; symptom assessment; Aged; Antineoplastic Agents; Biomarkers; C-Reactive Protein; Carcinoma, Non-Small-Cell Lung; Cell Differentiation; Confusion; Depression; Fatigue; Female; Hemoglobins; Humans; Interleukin-6; Leukocytes; Lung Neoplasms; Macrophages; Male; Middle Aged; Monocytes; Sleep Wake Disorders; Symptom Assessment; Tartrate-Resistant Acid Phosphatase; Tetradecanoylphorbol Acetate; THP-1 Cells",2-s2.0-85060116392
"Chen H.-H., Ting W.-H., Lin H.-H., Hsiao S.-M.",57207817742;56797769200;7405569064;24068613200;,Predictors of lymphoceles in women who underwent laparotomic retroperitoneal lymph node dissection for early gynecologic cancer: A retrospective cohort study,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062998736&doi=10.3390%2fijerph16060936&partnerID=40&md5=ac953f7c7e82a2403b702ae173117f1a,"Background: Lymphoceles could represent a detrimental complication after retroperitoneal lymph node dissection. Our aim was to elucidate predictors of lymphoceles. Methods: Between 2011 and 2017, medical records of consecutive women who underwent laparotomic retroperitoneal lymph node dissection for FIGO stage I or II gynecologic cancer were reviewed. Results: A total of 204 women, including those with lymphoceles (n = 31) and symptomatic lymphoceles (n = 7), were reviewed. According to multivariable analysis, parity (odds ratio = 0.59, p = 0.003), adjuvant pelvic radiotherapy (odds ratio = 2.60, p = 0.039), and peritoneal nonclosure without pelvic drainage (odds ratio = 2.31, p = 0.048) were predictors of lymphoceles. In addition, parity (odds ratio = 0.73, p = 0.03), hypertension (odds ratio = 2.62, p = 0.02), and peritoneal partial closure with pelvic drainage (odds ratio = 0.27, p = 0.02) were predictors of complications. Conclusion: Low parity, adjuvant pelvic radiotherapy, and peritoneal nonclosure without pelvic drainage were associated with increased lymphocele formation. In addition, a lower complication rate was found in the peritoneal partial closure with pelvic drainage group; thus, peritoneal partial closure with pelvic drainage might be suggested for women who undergo laparotomic retroperitoneal lymph node dissection. ? 2019 by the authors. Licensee MDPI, Basel, Switzerland.",Drainage; Gynecology; Lymph node excision; Lymphocele; Peritoneum,"antibiotic agent; body fluid; cancer; womens health; adjuvant radiotherapy; adult; Article; cancer staging; cohort analysis; disease association; female; female genital tract cancer; human; hypertension; laparoscopic surgery; laparotomy; lymph node dissection; lymphocele; major clinical study; medical record; parity; peritoneal nonclosure; predictor variable; retrospective study; surgical drainage; female genital tract tumor; laparotomy; lymph node dissection; lymphocele; middle aged; odds ratio; peritoneum; statistics and numerical data; Taiwan; Adult; Female; Genital Neoplasms, Female; Humans; Laparotomy; Lymph Node Excision; Lymphocele; Middle Aged; Odds Ratio; Peritoneum; Retrospective Studies; Taiwan",2-s2.0-85062998736
"Tseng F.-Y., Chen Y.-T., Chi Y.-C., Chen P.-L., Yang W.-S.",7005751153;56906367900;23388698900;13406299800;7407759222;,Serum levels of insulin-like growth factor 1 are negatively associated with log transformation of thyroid-stimulating hormone in Graves' disease patients with hyperthyroidism or subjects with euthyroidism: A prospective observational study,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063271695&doi=10.1097%2fMD.0000000000014862&partnerID=40&md5=f15479636c888880b6e4fdeb7b53df6b,"Insulin-like growth factor 1 (IGF-1) has a molecular structure similar to that of insulin. As an essential mediator of growth hormone, IGF-1 plays a vital role in growth of children and anabolic effects of adults. We evaluated the serum levels of IGF-1 in patients with hyperthyroidism or euthyroidism.In this study, 30 patients each of Graves' disease with hyperthyroidism (HY group) and euthyroid individuals (EU group) were recruited. The HY patients were treated with antithyroid regimens as clinically indicated. No medications were given to EU patients. The demographic characteristics and anthropometric and laboratory data of both groups at baseline and 6 months were compared. Associations between levels of IGF-1 and free thyroxine (fT4), thyroid-stimulating hormone (TSH), or log transformation of TSH (logTSH) were analyzed.At baseline, the HY patients had significantly higher serum IGF-1 levels than EU patients (median [Q1, Q3]: 305.4 [257.4, 368.1] vs. 236.7 [184.6, 318.8] ng/mL, P?=?.007). At 6 months, the HY patients still had higher serum levels of IGF-1 than EU patients (299.5 [249.9, 397.9] vs 222.1 [190.2, 305.4] ng/mL, P?=?.003). At baseline, the serum levels of IGF-1 in the HY and EU patients were positively associated with fT4 (β?=?29.02, P?=?.002) and negatively associated with TSH (β?=?-31.46, P?=?.042) and logTSH (β?=?-29.04, P?=?.007). The associations between serum levels of IGF-1 with fT4 or TSH became insignificant at 6 months. However, the serum IGF-1 levels had persistent negative associations with logTSH at 6 months (β?=?-26.65, P?=?.021). The negative associations between IGF-1 and logTSH at baseline and 6 months remained significant even after adjustment with sex and age (β?=?-20.22, P?=?.023 and β?=?-20.51, P?=?.024, respectively).The HY patients had higher serum IGF-1 levels than EU patients. The serum IGF-1 concentrations were negatively associated with logTSH in patients with hyperthyroidism or euthyroidism.",,somatomedin C; thyrotropin; thyroxine; adult; blood; body mass; female; Graves disease; human; hyperthyroidism; male; middle aged; prospective study; statistical model; Taiwan; Adult; Body Mass Index; Female; Graves Disease; Humans; Hyperthyroidism; Insulin-Like Growth Factor I; Linear Models; Male; Middle Aged; Prospective Studies; Taiwan; Thyrotropin; Thyroxine,2-s2.0-85063271695
"Hsu J.C., Wei C.-F., Yang S.-C.",56665487800;57207854045;53882183200;,Effects of removing reimbursement restrictions on targeted therapy accessibility for non-small cell lung cancer treatment in Taiwan: An interrupted time series study,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063076233&doi=10.1136%2fbmjopen-2018-022293&partnerID=40&md5=602e56265ef546fe595e0741065e93ed,"Interventions: Targeted therapies have been proven to provide clinical benefits to patients with metastatic non-small cell lung cancer (NSCLC). Gefitinib was initially approved and reimbursed as a third-line therapy for patients with advanced NSCLC by the Taiwan National Health Insurance (NHI) in 2004; subsequently it became a second-line therapy (in 2007) and further a first-line therapy (in 2011) for patients with epidermal growth factor receptor mutation-positive advanced NSCLC. Another targeted therapy, erlotinib, was initially approved as a third-line therapy in 2007, and it became a second-line therapy in 2008. Objectives: This study is aimed towards an exploration of the impacts of the Taiwan NHI reimbursement policies (removing reimbursement restrictions) related to accessibility of targeted therapies. Setting: We retrieved 2004-2013 claims data for all patients with lung cancer diagnoses from the NHI Research Database. Design and outcome measures: Using an interrupted time series design and segmented regression, we estimated changes in the monthly prescribing rate by patient number and market shares by cost following each modification of the reimbursement policy for gefitinib and erlotinib for NSCLC treatment. Results: Totally 92 220 patients with NSCLC were identified. The prescribing rate of the targeted therapies increased by 15.58%, decreased by 10.98% and increased by 6.31% following the introduction of gefitinib as a second-line treatment in 2007, erlotinib as a second-line treatment in 2008 and gefitinib as as first line treatment in 2011, respectively. The average time to prescription reduced by 65.84% and 41.59% following coverage of erlotinib by insurance and gefitinib/erlotinib as second-line treatments in 2007-2008 and following gefitinib as the first-line treatment in 2011. Conclusions: The changes in reimbursement policies had a significant impact on the accessibility of targeted therapies for NSCLC treatment. Removing reimbursement restrictions can significantly increase the level and the speed of drug accessibility. ? 2019 Author(s).",interrupted time series; lung cancer; reimbursement policy; targeted therapies,erlotinib; gefitinib; Article; cancer diagnosis; cancer patient; cancer research; human; longitudinal study; major clinical study; molecularly targeted therapy; national health insurance; non small cell lung cancer; outcome assessment; patient identification; prescription; reimbursement; Taiwan; trend study,2-s2.0-85063076233
"Mao T.L., Miao C.H., Liao Y.J., Chen Y.J., Yeh C.Y., Liu C.L.",7005439423;7103075104;26532854800;55498547000;57207574554;57154856900;,Ex vivo expanded human Vγ9vδ2 T-cells can suppress epithelial ovarian cancer cell growth,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062639386&doi=10.3390%2fijms20051139&partnerID=40&md5=c46e3cce57b1429a2daaf47452c972be,"γδ-T-cells have attracted attention because of their potent cytotoxicity towards tumors. Most γδ-T-cells become activated via a major histocompatibility complex (MHC)-independent pathway by the interaction of their receptor, Natural Killer Group 2 Member D (NKG2D) with the tumor-specific NKG2D ligands, including MHC class I-related chain A/B (MICA/B) and UL16-binding proteins (ULBPs), to kill tumor cells. However, despite their potent antitumor effects, the treatment protocols specifically targeting ovarian tumors require further improvements. Ovarian cancer is one of the most lethal and challenging female malignancies worldwide because of delayed diagnoses and resistance to traditional chemotherapy. In this study, we successfully enriched and expanded γδ-T-cells up to ~78% from peripheral blood mononuclear cells (PBMCs) with mostly the Vγ9Vδ2-T-cell subtype in the circulation. We showed that expanded γδ-T-cells alone exerted significant cytotoxic activities towards specific epithelial-type OVCAR3 and HTB75 cells, whereas the combination of γδ-T cells and pamidronate (PAM), a kind of aminobisphosphonates (NBPs), showed significantly enhanced cytotoxic activities towards all types of ovarian cancer cells in vitro. Furthermore, in tumor xenografts of immunodeficient NSG mice, γδ-T-cells not only suppressed tumor growth but also completely eradicated preexisting tumors with an initial size of ~5 mm. Thus, we concluded that γδ-T-cells alone possess dramatic cytotoxic activities towards epithelial ovarian cancers both in vitro and in vivo. These results strongly support the potential of clinical immunotherapeutic application of γδ-T-cells to treat this serious female malignancy. ? 2019 by the authors. Licensee MDPI, Basel, Switzerland.",NSG mice; Ovarian cancer; Pamidronate (PAM); Vγ9Vδ2-T cells; Xenograft,"gamma interferon; interleukin 2; natural killer cell receptor NKG2D; pamidronic acid; tumor necrosis factor; lymphocyte antigen receptor; antineoplastic activity; apoptosis; Article; cancer growth; cancer immunotherapy; cell adhesion; controlled study; cytotoxicity; enzyme linked immunosorbent assay; female; flow cytometry; gamma delta T lymphocyte; human; human cell; immunohistochemistry; major histocompatibility complex; mouse; MTT assay; natural killer cell; ovarian cancer cell line; ovary carcinoma; scanning electron microscopy; short tandem repeat; tumor microenvironment; tumor volume; upregulation; xenograft; adoptive immunotherapy; animal; cell proliferation; cell survival; coculture; cytology; drug screening; immunology; metabolism; mononuclear cell; ovary tumor; pathology; T lymphocyte; tumor cell line; Animals; Carcinoma, Ovarian Epithelial; Cell Line, Tumor; Cell Proliferation; Cell Survival; Coculture Techniques; Female; Humans; Immunotherapy, Adoptive; Leukocytes, Mononuclear; Mice; Ovarian Neoplasms; Receptors, Antigen, T-Cell, gamma-delta; T-Lymphocytes; Xenograft Model Antitumor Assays",2-s2.0-85062639386
