作者,作者身分,"文獻名稱	",年份,施引文獻,連結,摘要,作者,索引關鍵字,EID
"Humphries B., Irwin A., Zoratti M., Xie F.",57204854941;57208599042;56496627800;55228509300;,How do financial (dis)incentives influence health behaviour and costs? Protocol for a systematic literature review of randomised controlled trials,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065233159&doi=10.1136%2fbmjopen-2018-024694&partnerID=40&md5=4d3ffaa28f9fd8e556e041ff3b0066c9,"Introduction In this era of rising healthcare costs, there is a growing interest in understanding how funding policies can be used to improve health and healthcare efficiency. Financial incentives (eg, vouchers or access to health insurance) or disincentives (eg, fines or out-of-pocket costs) affect behaviours. To date, reviews have explored the effects of financial (dis)incentives on patient health and behaviour by focusing on specific behaviours or geographical areas. The objective of this systematic review is to provide a comprehensive overview on the use of financial (dis)incentives as a means of influencing health-related behaviour and costs in randomised trials. Methods and analysis We will search electronic databases, clinical trial registries and websites of health economic organisations for randomised controlled trials. The initial searches, which were conducted on 13 January 2018, will be updated every 12 months until the completion of data analysis. The reference lists of included studies will be manually screened to identify additional eligible studies. Two researchers will independently review titles, abstracts and full texts to determine eligibility according to a set of predetermined inclusion criteria. Data will be extracted from included studies using a form developed and piloted by the research team. Discrepancies will be resolved through discussion with a third reviewer. Risk of bias will be assessed using the Cochrane Collaboration tool. Ethics and dissemination Ethics approval is not required since this is a review of published data. Results will be disseminated through publication in peer-reviewed journals and presentations at relevant conferences. ? 2019 Author(s).",costs; financial disincentive; financial incentive; health outcomes; health policy; healthcare resource use,article; data analysis; ethics; health behavior; health care policy; human; publication; randomized controlled trial (topic); risk assessment; scientist; systematic review,2-s2.0-85065233159
"Nham T., Saleh C., Chu D., Vakaljan S.L., Ohayon J.A., Siegal D.M.",57194589055;57195351903;24491429400;57208552205;57208543750;16239914400;,Refractory urticaria and the importance of diagnosing Schnitzler's syndrome,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065100418&doi=10.1136%2fbcr-2018-228546&partnerID=40&md5=5b49a6b0dddded1bf7f3bfa8517bc651,"A 52-year-old man presented with chronic urticaria that was refractory to standard chronic spontaneous urticaria (CSU) treatment. Over time, he developed systemic symptoms including fatigue, weight loss, arthralgia and bone pain. His laboratory investigations also became significant for microcytic anaemia, neutrophilia and elevated C reactive protein, erythrocyte sedimentation rate and IgE levels, in addition to an IgM monoclonal protein. He achieved only partial remission with typical medications for CSU including omalizumab, cyclosporine and cetirizine. After 6 years, his worsening symptoms and abnormal investigations led to a rare diagnosis of Schnitzler's syndrome and a trial of the interleukin 1 receptor antagonist, anakinra, which caused a rapid and complete resolution of his symptoms. ? BMJ Publishing Group Limited 2019.",biological agents; immunology,"alcohol; anakinra; C reactive protein; cetirizine; creatine kinase; cyclosporine; dapsone; desloratadine; fexofenadine; glucocorticoid; hemoglobin; histamine H1 receptor antagonist; histamine H2 receptor antagonist; immunoglobulin E; immunoglobulin M; leukotriene receptor blocking agent; omalizumab; prednisone; ranitidine; tacrolimus; antirheumatic agent; immunoglobulin M; interleukin 1 receptor blocking agent; adult; alcohol consumption; anemia; arthralgia; Article; body weight loss; bone pain; Canadian; case report; Caucasian; chronic urticaria; clinical article; differential diagnosis; eosinophilia; erythrocyte sedimentation rate; fatigue; follow up; hematologic disease; house dust allergy; human; human cell; human tissue; immunopathology; infection; laboratory test; leukocytosis; limb; malaise; male; medical history; microcytic anemia; middle aged; neck; neutrophilia; outcome assessment; papule; physical examination; priority journal; punch biopsy; Schnitzler syndrome; seizure; skin test; smoking; trunk; blood; chronic disease; pathology; rare disease; Schnitzler syndrome; subcutaneous drug administration; treatment outcome; urticaria; Antirheumatic Agents; Chronic Disease; Diagnosis, Differential; Humans; Immunoglobulin M; Injections, Subcutaneous; Interleukin 1 Receptor Antagonist Protein; Male; Middle Aged; Rare Diseases; Schnitzler Syndrome; Treatment Outcome; Urticaria",2-s2.0-85065100418
"Yang A., Tan C., Adhikari N.K.J., Daneman N., Pinto R., Haynen B.K.M., Cohen G., Hansen M.S.",57203931439;56714418600;8542758800;6508076243;16646325300;57188577240;7403353640;56669170800;,Time-sensitive predictors of embolism in patients with left-sided endocarditis: Cohort study,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064854232&doi=10.1371%2fjournal.pone.0215924&partnerID=40&md5=ba78165144ad604b53b5a5850c732794,"Introduction Accurate prediction of embolic events in infective endocarditis could inform critical clinical decisions, such as the timing of cardiac surgical intervention. However, many embolic events occur before hospital admission and echocardiography and are thus non-modifiable. We aimed to identify time-sensitive variables that predict embolic events in infective endocarditis, focusing on those that occur after diagnosis. Methods Clinical, microbiological, and echocardiographic characteristics were collected from 116 patients with definite or probable left-sided infective endocarditis admitted to Sunnybrook Health Sciences Centre (Toronto, Canada) between October 2013 and July 2016; associations between these characteristics and embolic events were identified using simple logistic regression. Results The mean (SD) age was 66 (17) years; 82 patients (71%) were men. The most frequent microorganisms were Staphylococcus aureus (23%) and viridans group streptococci (21%). Seventy-nine (68%) patients had left-sided vegetations, with involvement of the aortic valve in 34 (43%) patients, mitral valve in 37 (47%) patients, and both in 8 (10%) patients. The mean (SD) vegetation size was 10 (7) mm. Forty-three unique patients (37%) had 50 embolic events, with most (34/43; 79%) having a first embolic event (38/50; 76%) before or on the day of echocardiography. There were no significant predictors of the 11 patients with an embolic event after echocardiography; significant predictors of an embolic event at any time were single valve vegetation vs. no vegetation (OR, 4.75; 95% confidence interval [CI], 1.76–12.78) and, among patients with a vegetation, mitral vs. aortic valve location (OR, 4.43; 95%CI, 1.63–12.04). Conclusions Associations between patient and echocardiographic characteristics and embolism in patients with infective endocarditis may be time-sensitive, as few embolic events occurred after clinical and echocardiographic assessment. ? 2019 Yang et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,age distribution; aged; aortic valve; Article; bacterial endocarditis; Canada; cerebrovascular accident; cohort analysis; echocardiography; embolism; Enterococcus; female; hospital admission; human; intestine ischemia; limb ischemia; major clinical study; male; mitral valve; nonhuman; population research; predictive value; prevalence; risk factor; Staphylococcus aureus; Streptococcus; complication; diagnostic imaging; embolism; endocarditis; microbiology; time factor; Aged; Cohort Studies; Echocardiography; Embolism; Endocarditis; Female; Humans; Male; Mitral Valve; Time Factors,2-s2.0-85064854232
"Ziegler E., Valaitis R., Yost J., Carter N., Risdon C.",57190491810;6701695045;23101831000;55581822000;6701783441;,“Primary care is primary care”: Use of Normalization Process Theory to explore the implementation of primary care services for transgender individuals in Ontario,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064813687&doi=10.1371%2fjournal.pone.0215873&partnerID=40&md5=9d658cd7dc0128f04c200bce4b433ac0,"Background In Ontario, Canada, healthcare for transgender individuals is accessed through primary care; however, there are a limited number of practitioners providing transgender care, and patients are often on waiting lists and/or traveling great distances to receive care. Understanding how primary care is implemented and delivered to transgender individuals is key to improving access and eliminating healthcare barriers. The purpose of this study is to understand how the implementation of primary care services for transgender individuals compares across various models of primary care delivery in Ontario. Methods A qualitative, exploratory, multiple-case study guided by Normalization Process Theory (NPT) was used to compare transgender care delivery and implementation across three primary care models. Three cases known to provide transgender primary care and represent different primary care models in Ontario, Canada (i.e., family health team, community health centre, fee-for service physician) were explored. The NoMAD survey, a tool to measure implementation processes, and qualitative interviews with primary care practitioners and allied healthcare staff were administered. Results Using the NPT framework to guide analysis, key themes emerged about successful implementation of primary care services for transgender individuals. These themes include creating a safe space for patients, identifying gaps in services, understanding practitioners’ roles, and the need for more training and education in transgender care for practitioners. Conclusions Primary care services for transgender individuals can and should be delivered in all models of primary care. Training and awareness for healthcare practitioners are needed to develop capacity in providing primary care to transgender individuals. A greater number of practitioners and organizations are needed to take on this work, embedding and normalizing transgender care into routine practice to address barriers to access and improve quality of care for transgender individuals. ? 2019 Ziegler et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"adult; article; awareness; case report; clinical article; education; embedding; exploratory research; family health; female; general practitioner; health center; human; interview; male; Ontario; organization; staff; theoretical study; transgender; ethics; general practitioner; hospital admission; medical fee; Ontario; organization and management; primary health care; procedures; psychology; public health; qualitative research; transgender; transsexualism; Adult; Family Health; Fee-for-Service Plans; Female; Humans; Male; Ontario; Physicians, Primary Care; Primary Health Care; Public Health; Qualitative Research; Transgender Persons; Transsexualism; Waiting Lists",2-s2.0-85064813687
"Zukotynski K.A., Niederkohr R.D., Greenspan B.S., Prior J.O., Sch?der H., Seltzer M.A., Rohren E.M., Yoo D.C.",55914345700;14120251000;57205168255;57203075197;7003604093;7102963618;6603434908;43562011100;,An international survey of PET/CT clinical reporting,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064225986&doi=10.2967%2fjnumed.118.223073&partnerID=40&md5=1d764446b8a4cddff9e9fa1f9a6b4c2a,[無可用摘要],,calculation; cancer diagnosis; computer assisted tomography; disease classification; disease course; education; false positive result; histology; human; incidental finding; information processing; intermethod comparison; malpractice; methodology; positron emission tomography-computed tomography; practice guideline; priority journal; Review; standardized uptake value; treatment response; multimodal imaging; positron emission tomography; questionnaire; Multimodal Imaging; Positron Emission Tomography Computed Tomography; Positron-Emission Tomography; Surveys and Questionnaires,2-s2.0-85064225986
"Wien F., Denis J., Dockstator J.S., Dockstator M.S., Duhaime G., Loppie C., Loxley J., Moore C., Newhouse D., Weir W., Whiteduck J., Wuttunee W.",57210665805;55079186400;57208235430;57203451506;6602809269;57200217977;6506409479;56850770700;57210355946;57207557428;57202430816;55824521600;,First Nation paths to well-being: lessons from the Poverty Action Research Project,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064204360&doi=10.1177%2f1757975919831654&partnerID=40&md5=ab524029173956e307c07551f735d7d6,"This paper describes a poverty reduction approach to addressing an important determinant of health and well-being among Canada’s First Nations. The Poverty Action Research Project (PARP) has its origins in the Make Poverty History Committee established by the Assembly of First Nations (AFN) in 2008. Academic members of the Committee in cooperation with the AFN subsequently applied for an action research grant to the Canadian Institutes of Health Research (CIHR). The project selected five volunteer First Nations from different parts of Canada, hiring a coordinator in each, undertaking background research, developing a profile and working with First Nation representatives in the development of a strategy to address upstream determinants of health and well-being. Subsequently, project team members within each region assisted where needed with plan implementation, supporting some initiatives with small grants. This paper provides insights from the project in several key areas, including First Nation rejection of the concept of poverty as usually defined, the importance of taking action to strengthen collectivities as well as individuals, the feasibility of assisting First Nations who are at different points in their development journey, the strengths of the leadership within the First Nations, and finding the appropriate balance between the elected and business leadership. These insights emerged from dialogue and reflection among project team members and community participants over the life of the project. We also describe what we have learned about how to engage effectively and with mutual respect with First Nations in this kind of project. The paper concludes with a review of our experiences with the policies and practices of the national research granting councils and the universities, which have not fully adjusted to the requirements of action research involving First Nations. ? The Author(s) 2019.",community action; community-based research/participatory research; Indigenous health,adult; article; Canada; clinical article; feasibility study; female; First Nation; human; leadership; male; medical research; participatory research; poverty; respect; volunteer; wellbeing,2-s2.0-85064204360
"Cervi A., Douketis J.D.",57196275376;7006622466;,Landmark trials in thrombotic vascular disease: a critical appraisal of potential practice-changing trials in 2016–2017,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064005442&doi=10.1007%2fs11739-018-1910-2&partnerID=40&md5=b13bf0ec4e45b1e1e8b9cc4d2d8be605,"Recent years have witnessed an onslaught of large, multicenter, randomized controlled trials evaluating the prevention and management of thrombotic vascular diseases. While these trials have applied rigorous methodology to pragmatic and clinically relevant questions, several important gaps in knowledge remain. In this review, we critically appraise landmark studies in thrombosis published between 2016 and 2017 that address several ongoing areas of clinical uncertainty. Specifically, we review the role of endovascular therapy in the prevention of post-thrombotic syndrome following acute lower limb deep vein thrombosis (DVT) (ATTRACT trial), the efficacy of edoxaban as the first direct oral anticoagulant used for the treatment of cancer-associated thrombosis (HOKUSAI VTE-Cancer study), whether aspirin can be considered for thromboprophylaxis post-major orthopedic surgery (EPCAT-2 trial), and the need for anticoagulant therapy for treatment of isolated distal DVT (CACTUS trial). Using illustrative cases, we highlight the applicability of these trials to current practice and emphasize the unanswered questions that remain. ? 2018, Societ? Italiana di Medicina Interna.",Aspirin; Cancer-associated thrombosis; Catheter-directed thrombolysis; Distal deep vein thrombosis; Edoxaban; Thromboprophylaxis,"acetylsalicylic acid; anticoagulant agent; antithrombocytic agent; complication; endovascular surgery; human; interventional radiology; literature; neoplasm; procedures; venous thromboembolism; Anticoagulants; Aspirin; Endovascular Procedures; Humans; Neoplasms; Platelet Aggregation Inhibitors; Radiology, Interventional; Review Literature as Topic; Venous Thromboembolism",2-s2.0-85064005442
"McTavish J.R., Kimber M., Devries K., Colombini M., MacGregor J.C.D., Wathen N., MacMillan H.L.",36008992800;37049093900;7004422569;24491445900;55337835600;57192121074;26643415300;,Children's and caregivers' perspectives about mandatory reporting of child maltreatment: A meta-synthesis of qualitative studies,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063947244&doi=10.1136%2fbmjopen-2018-025741&partnerID=40&md5=b15c781c07b09e4c6c1f4738eca41203,"Objective To systematically synthesise qualitative research that explores children's and caregivers' perceptions of mandatory reporting. Design We conducted a meta-synthesis of qualitative studies. Data sources Searches were conducted in Medline, Embase, PsycINFO, Cumulative Index to Nursing and Allied Health Literature, Criminal Justice Abstracts, Education Resources Information Center, Sociological Abstracts and Cochrane Libraries. Eligibility criteria English-language, primary, qualitative studies that investigated children's or caregivers' perceptions of reporting child maltreatment were included. All healthcare and social service settings implicated by mandatory reporting laws were included. Data extraction and synthesis Critical appraisal of included studies involved a modified checklist from the Critical Appraisal Skills Programme (CASP). Two independent reviewers extracted data, including direct quotations from children and caregivers (first-order constructs) and interpretations by study authors (second-order constructs). Third-order constructs (the findings of this meta-synthesis) involved synthesising second-order constructs that addressed strategies to improve the mandatory reporting processes for children or caregivers-especially when these themes addressed concerns raised by children or caregivers in relation to the reporting process. Results Over 7935 citations were retrieved and 35 articles were included in this meta-synthesis. The studies represent the views of 821 caregivers, 50 adults with histories of child maltreatment and 28 children. Findings suggest that children and caregivers fear being reported, as well as the responses to reports. Children and caregivers identified a need for improvement in communication from healthcare providers about mandatory reporting, offering preliminary insight into child-driven and caregiver-driven strategies to mitigate potential harms associated with reporting processes. Conclusion Research on strategies to mitigate potential harms linked to mandatory reporting is urgently needed, as is research that explores children's experiences with this process. ? 2019 Author(s) (or their employer(s)). Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",child protection; medical law; qualitative research,adult; article; caregiver; checklist; child; child abuse; child protection; Cinahl; Cochrane Library; criminal justice; data extraction; education; Embase; English (language); fear; female; health care personnel; human; human experiment; information center; male; mandatory reporting; Medline; perception; PsycINFO; qualitative research; skill; social work; synthesis; systematic review,2-s2.0-85063947244
"Busse J.W., Craigie S., Sadeghirad B., Couban R., Hong P., Oparin Y., May C., Lok A., Guyatt G.H.",7006799102;55956801400;24484967500;36455549800;57194613286;57203282868;57208123107;57205165689;57208455794;,Management of acute musculoskeletal pain (excluding low back pain): Protocol for a systematic review and network meta-analysis of randomised trials,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063889699&doi=10.1136%2fbmjopen-2018-024441&partnerID=40&md5=50493954a47249cfc52f984cc8af9f31,"Introduction Acute, non-low back-related musculoskeletal pain is common and associated with significant socioeconomic costs. No review has evaluated all interventional studies for acute musculoskeletal pain, which limits attempts to make inferences regarding the relative effectiveness of treatments. Methods and analysis We will conduct a systematic review of all randomised controlled trials evaluating therapies for acute musculoskeletal pain (excluding low back pain). We will identify eligible, English-language, trials by a systematic search of the Cumulative Index to Nursing and Allied Health Literature (CINAHL), Embase, Medline, Physiotherapy Evidence Database (PEDro) and the Cochrane Central Register of Controlled Trials (CENTRAL) from inception to February 2018. Eligible trials will: (1) enrol patients presenting with acute, non-low back-related musculoskeletal pain (duration of pain ?4 weeks), and (2) randomise patients to alternative interventions or an intervention and a placebo/sham arm. Fractures will be considered ineligible, unless they are non-surgical and therapy is directed at pain relief. Pairs of reviewers will, independently and in duplicate, screen titles and abstracts of identified citations, review the full texts of potentially eligible trials and extract information from eligible trials. We will use a modified Cochrane instrument to evaluate risk of bias. Disagreements will be resolved through discussion to achieve consensus. We will use the Grading of Recommendations Assessment, Development and Evaluation approach to evaluate the quality of evidence supporting treatment effects. When possible, we will conduct: (1) in direct comparisons, a random-effect meta-analysis to establish the effectiveness of therapeutic interventions on patient-important outcomes; and (2) multiple treatment comparison meta-analysis to assess the relative effects of treatments. We will use a priori hypotheses to explain heterogeneity between studies. We will use STATA V.14.2 for all analyses. Ethics and dissemination No research ethics approval is required for this systematic review, as no confidential patient data will be used. The results of this systematic review will be disseminated through publication in a peer-reviewed journal, conference presentations and will inform a clinical practice guideline. PROSPERO registration number CRD42018094412. ? Author(s) (or their employer(s)) 2019.",acute pain; intervention; musculoskeletal; network meta-analysis; systematic review,analgesia; Article; Cinahl; clinical effectiveness; Cochrane Library; comparative study; disease duration; evaluation study; evidence based practice; human; intervention study; meta analysis; musculoskeletal pain; PEDro; randomized controlled trial (topic); sensitivity analysis; systematic review,2-s2.0-85063889699
"Mu?oz-Velandia O., Guyatt G., Devji T., Zhang Y., Li S.-A., Alexander P.E., Henao D., Gomez A.-M., Ruiz-Morales A.",57205131647;57208455794;56007534300;37062504300;56972931700;7202328511;57208968680;15026111700;57204624989;,Patient values and preferences regarding continuous subcutaneous insulin infusion and artificial pancreas in adults with type 1 diabetes: A systematic review of quantitative and qualitative data,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063887818&doi=10.1089%2fdia.2018.0346&partnerID=40&md5=7d662b1f94df11fe2a1e0e7116bd9579,"Objective: We produced, through a systematic review of quantitative and qualitative evidence, a synthesis of the issues of importance (values and preferences) to adult patients with type 1 diabetes regarding treatment with automated insulin delivery systems. Methods: We searched MEDLINE, CINAHL, EMBASE, and PsycINFO from the inception of each database through September 2018. We included studies examining patient values and preferences for outcomes related to continuous subcutaneous insulin infusion or artificial pancreas treatment. We compiled structured summaries of the results and assessed the relative importance of each outcome. GRADE (Grading of Recommendations, Assessment Development, and Evaluation) and CERQual (Confidence in Evidence from Reviews of Qualitative research) approaches provided the structure for the evaluation of the quality of evidence and confidence in the findings. A mixed-methods result-based convergent design provided the structure for integration and presentation of results. Results: We reviewed 1665 unique citations; 19 studies (8 quantitative and 11 qualitative) proved eligible. Glycemic control is the key attribute that drives patients' preference. Reduction of glycemic variability and decreased incidence of hypoglycemia and chronic complications proved of intermediate importance and were ranked similarly to components of treatment burden, including the size and appearance of devices, cost, ease of use, and the embarrassment of public use. Conclusions: Clinician guidance may play a crucial role in determining patient values and preferences (for instance, patients' priority in glucose control rather than avoiding diabetic complications). Our results provide guidance for clinicians in discussing preferred insulin delivery systems with patients with type 1 diabetes. ? 2019, Mary Ann Liebert, Inc.",Artificial pancreas; Closed loop; Continuous subcutaneous insulin infusion; Mixed methods; Preferences; Type 1 diabetes.; Values,"insulin; insulin; adult; Article; chronic disease; cost; devices; disease burden; drug delivery system; embarrassment; glycemic control; human; hypoglycemia; incidence; insulin dependent diabetes mellitus; insulin infusion; patient preference; priority journal; systematic review; artificial pancreas; blood; glucose blood level; insulin dependent diabetes mellitus; Blood Glucose; Diabetes Mellitus, Type 1; Humans; Insulin; Insulin Infusion Systems; Pancreas, Artificial; Patient Preference",2-s2.0-85063887818
"Shergill R., Choudur H.N.",57190752610;14059818600;,Ultrasound-Guided Interventions in Lateral Epicondylitis,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063766173&doi=10.1097%2fRHU.0000000000000879&partnerID=40&md5=10e69d5b9d559091aa137d9cd6a09d39,"Lateral epicondylitis is a painful condition related to the myotendinous origin of the extensor muscles at the lateral epicondyle of the humerus. Primary treatment typically involves the use of rest, non-steroidal anti-inflammatory drugs (NSAIDs), and physiotherapy. However, in refractory cases where conventional therapy is ineffective, ultrasound-guided injection therapies have become a growing form of treatment. These include needle tenotomy, autologous whole blood injection (AWB), platelet-rich plasma (PRP) injection and steroid injection. The consensus regarding the efficacy of individual approaches of ultrasound-guided treatment is unclear in the literature, and is explored further in this review. When evaluating these injection therapies individually, there are multiple case series describing the efficacy of each intervention in refractory lateral epicondylitis. A systematic review of needle tenotomy demonstrates an improvement in pain symptoms for patients with this condition, but all studies were poorly designed with no placebo or control group. Additionally, for PRP therapy, a systematic review performed in 2013 demonstrated a statistically significant improvement in pain and functionality for refractory lateral epicondylitis. However, these studies were similarly associated with a high risk of bias. Autologous whole blood injection has been evaluated through well-designed studies to show statistically significant reductions in pain with this intervention. But very few studies in total have been completed using AWB for lateral epicondylitis, and therefore no clear conclusions can be drawn at this time. Finally, corticosteroid use overall is unsupported in the evidence both in the short and long term, especially given that this condition is not an inflammatory pathology. ? 2019 Wolters Kluwer Health, Inc. All rights reserved.",lateral epicondylitis; tennis elbow; treatment; ultrasound,"corticosteroid; nonsteroid antiinflammatory agent; anatomy; blood autotransfusion; echography; human; interventional ultrasonography; non invasive procedure; nuclear magnetic resonance imaging; physiotherapy; priority journal; rest; Review; tennis elbow; tenotomy; thrombocyte rich plasma; analgesia; interventional ultrasonography; intraarticular drug administration; pain measurement; procedures; tennis elbow; treatment outcome; Humans; Injections, Intra-Articular; Pain Management; Pain Measurement; Tennis Elbow; Treatment Outcome; Ultrasonography, Interventional",2-s2.0-85063766173
"Wang D.X., Kaur Y., Alyass A., Meyre D.",57205187919;57189627988;56388759300;6508209287;,A candidate-gene approach identifies novel associations between common variants in/near syndromic obesity genes and BMI in pediatric and adult European populations,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063615642&doi=10.2337%2fdb18-0986&partnerID=40&md5=d7e362974f2e1d3dfde7044a0be368d5,"We hypothesized that monogenic syndromic obesity genes are also involved in the polygenic variation of BMI. Single-marker, tag single nucleotide polymorphism (tagSNP) and gene-based analysis were performed on common variants near 54 syndromic obesity genes. We used publicly available data from meta-analyses of European BMI genome-wide association studies conducted by the Genetic Investigation of ANthropometric Traits (GIANT) Consortium and the UK Biobank (UKB) (N = 681,275 adults). A total of 33 loci were identified, of which 19 of 33 (57.6%) were located at SNPs previously identified by the GIANT Consortium and UKB meta-analysis, 11 of 33 (33.3%) were located at novel SNPs, and 3 of 33 (9.1%) were novel genes identified with gene-based analysis. Both single-marker and tagSNP analyses mapped the previously identified 19 SNPs by the GIANT Consortium and UKB meta-analysis. Gene-based analysis confirmed 15 of 19 (78.9%) of the novel SNPs’ associated genes. Of the 11 novel loci, 8 were identified with single-marker analysis and the remaining 3 were identified with tagSNP analysis. Gene-based analysis confirmed 4 of 11 (36.3%) of these loci. Meta-analysis with the Early Growth Genetics (EGG) Consortium (N = 35,668 children) was conducted post hoc for top SNPs, confirming 17 of 33 (51.5%) loci, of which 5 were novel. This study supports evidence for a continuum between rare monogenic syndromic and common polygenic forms of obesity. ? 2019 by the American Diabetes Association.",,"adult; Article; body mass; child; diabetes mellitus; European; gene identification; gene locus; gene mapping; genetic association; genetic variability; human; marker gene; obesity; post hoc analysis; priority journal; single nucleotide polymorphism; body weight; Caucasian; female; genetic predisposition; genetics; genome-wide association study; male; obesity; phenotype; single nucleotide polymorphism; Adult; Body Mass Index; Body Weight; Child; European Continental Ancestry Group; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Male; Obesity; Phenotype; Polymorphism, Single Nucleotide",2-s2.0-85063615642
"Cheung C.C., Healey J.S., Hamilton R., Spears D., Gollob M.H., Mellor G., Steinberg C., Sanatani S., Laksman Z.W., Krahn A.D.",55486723800;57203255513;55676429700;23989794900;6602231138;56573763400;55577249100;6602739780;26027076200;35243017500;,Phospholamban cardiomyopathy: a?Canadian perspective on a?unique population,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063603940&doi=10.1007%2fs12471-019-1247-0&partnerID=40&md5=d81282dcbe5eda96ce680b4824053fd0,"Introduction: Phospholamban cardiomyopathy is an inherited cardiomyopathy, characterised by a?defect in regulation of the sarcoplasmic reticulum Ca2+ pump, often presenting with malignant arrhythmias and progressive cardiac dysfunction occurring at a?young age. Methods: Phospholamban R14del mutation carriers and family members were identified from inherited arrhythmia clinics at 13?sites across Canada. Cardiac investigations, including electrocardiograms, Holter monitoring (premature ventricular complexes, PVCs), and imaging results were summarised. Results: Fifty patients (10?families) were identified (median age 30?years, range 3–71, 46% female). Mutation carriers were more likely to be older, have low-voltage QRS, T?wave inversion, frequent PVCs, and cardiac dysfunction, compared to unaffected relatives. Increasing age, low-voltage QRS, T?wave inversion, late potentials, and frequent PVCs were predictors of cardiac dysfunction (p?&lt; 0.05 for all). Older carriers (age ?45?years) were more likely to have disease manifestations than were their younger counterparts, with disease onset occurring at an older age in Canadian patients and their Dutch counterparts. Discussion: Among Canadian patients with phospholamban cardiomyopathy, clinical manifestations resembled those of their Dutch counterparts, with increasing age a?major predictor of disease manifestation. Older mutation carriers were more likely to have electrical and structural abnormalities, and may represent variable expressivity, age-dependent penetrance, or genetic heterogeneity among Canadian patients. ? 2019, The Author(s).",Cardiomyopathy; Genetics; Phospholamban; Sudden cardiac death,adenosine triphosphatase (calcium); phospholamban; adult; Article; Canadian; cardiomyopathy; cardiovascular magnetic resonance; deletion mutant; ECG abnormality; echocardiography; female; genetic disorder; genetic regulation; heart disease; heart left ventricle failure; heart ventricle extrasystole; heart ventricle tachycardia; Holter monitoring; human; major clinical study; male; middle aged; outcome assessment; QRS complex; QRS interval; retrospective study; senescence; signal averaged electrocardiography; T wave inversion; treadmill exercise,2-s2.0-85063603940
"Doumouras A.G., Lee Y., Hong D.",55173614900;57189716555;55041068900;,Reply,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063011748&doi=10.1016%2fj.cgh.2018.11.021&partnerID=40&md5=52eda17284fe3037f01b61b065cf2832,[無可用摘要],,bariatric surgery; body weight loss; human; Letter; nonalcoholic fatty liver; obesity; Bariatric Surgery; Humans; Non-alcoholic Fatty Liver Disease,2-s2.0-85063011748
