作者,作者身分,"文獻名稱	",年份,連結,摘要,作者,索引關鍵字,EID
"Purwanti O.S., Yetti K., Herawati T.",57210153420;57203359955;57204614675;,Relationship of visual impairment and peripheral artery disease with the occurrence of diabetic foot ulcers in Dr. Moewardi Hospital,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069674904&doi=10.2478%2fFON-2019-0023&partnerID=40&md5=0ba715bcefb21068621e853c352b2c63,"One of the diabetes mellitus (DM) complications is foot ulcers. Foot ulcers are influenced by many factors. DM puts patients at risk of injury because of visual impairment. Hyperglycemia can damage blood vessels, which results in peripheral artery disease (PAD). The purpose of this study was to find the relationship of visual impairment and PAD with diabetic foot ulcers. This research used observational analytic study with case-control methods. It used purposive sampling in 34 DM patients with foot ulcers and 34 DM patients without foot ulcers. The research instruments were an interview guide to assess visual impairment, physical examination to assess PAD, and documentation study, which was used to know the incidence of diabetic ulcers. The results showed that the respondents who experienced ulcers with visual impairment were 44.1% and the respondents who had foot ulcers with PAD were 73.5%. The results of statistical tests showed that there was no relationship between visual impairment and the incidence of ulcers (P = 0.166). The respondents with PAD will have a chance to suffer from foot ulcers 5.808 times higher than those who do not have PAD. There is no relationship between visual impairment and the incidence of diabetic foot ulcers in Dr. Moewardi Hospital, but there is relationship between PAD and the incidence of diabetic foot ulcers in Dr. Moewardi Hospital. Suggestions of this study are to do foot screening and educate about the importance of foot care to prevent the occurrence of diabetic ulcers. ? 2019 Okti Sri Purwanti et al., published by Sciendo.",artery disease; diabetes mellitus; foot ulcers; peripheral artery disease; retinopathy; visual impairment,,2-s2.0-85069674904
"Masytoh L.S., Nadjib M.",57194227773;24401623600;,Quality of life measurement of end-stage-renal disease patients in Indonesia based on responses to the EQ-5D-3L questionnaire,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069544249&partnerID=40&md5=5d11ebb0071bc1577edd4569bf1fc439,"The government of Indonesia must tackle the challenge of providing equitable access to dialysis treatment for all patients with end-stage renal disease, if so. the country should exist with strategic policy for providing services that will increase the health-related quality of life for these patients by investigate at their preferred dialysis modality. We, therefore, aimed to study the health dimensions that affect the quality of life in Indonesian patients with end-stage renal disease undergoing hemodialysis or peritoneal dialysis. This cross-sectional study was conducted at three hospitals in Jakarta and Bandung in 2015. In total, 100 patients (50 hemodialysis and 50 peritoneal dialysis) were selected and matched by age, sex, years on dialysis, and diabetes status. Health-related quality of life was assessed by the Indonesian version of the EQ-5D-3L questionnaire, with statistical analysis based on the EQ-5D descriptive system and visual analog scale (EQ-VAS). The analysis based on EQ-5D-3L questionnaire shows that only anxiety/depression dimension which significantly distinguishing the quality of life between the hemodialysis and peritoneal dialysis patients (p < 0.05). For all the dimensions, although the statistical analyses showed no significance differences between the groups based on age and sex, they did show that numerically more patients who underwent peritoneal dialysis felt that they had better health outcomes. Peritoneal dialysis was also associated with greater improvement from dialysis-related complications if patients were younger than 50 years, improved mobility among males, and improved usual activity among females. Anxiety and depression most affected the quality of life of patients, irrespective of whether they received hemodialysis or peritoneal dialysis, indicating that strategies are needed to manage these dimensions better. Moreover, this supports our hypothesis that understanding a patient's values and preferences when choosing dialysis could substantially improve outcomes from end-stage renal disease. ? 2019 Journal of International Dental and Medical Research.",Dialysis; EQ-5D; EQ-VAS; Quality of life,,2-s2.0-85069544249
"Sukyati I., Afiyanti Y., Rahmah H., Milanti A.",57210112422;55312075600;57201498114;55498708200;,Fear of recurrence predictors among Indonesian gynecological cancer survivors,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069537391&partnerID=40&md5=9cc7abbe1af8ff3ff70c4f7ae36673ae,"Fear of cancer recurrence (FCR) is the most common psychological issue amongst gynecological cancer survivors, and yet it remains unexplored, especially in developing countries such as Indonesia. Hence, this study aimed to identify the predictive factors of FCR among gynecological cancer survivors in Indonesia. A descriptive cross-sectional design was used. Women diagnosed with gynecological cancer, who had completed primary treatment were recruited from a referral hospital in Jakarta, Indonesia. Data were collected using a demographic and disease-related questionnaire and the Fear of Cancer Recurrence Inventory. Pearson's correlations test, t-test, and linear regression analysis were performed. A total of 114 women participated in this study. Age was the strongest predictor of FCR in the domains of severity, psychological distress, insights, and reassurance. Marital status and type of treatment strongly predicted the FCR domains of functional impairment and coping strategies, respectively (P < .05). The findings of this study indicate the importance of patient characteristics while addressing the issue of FCR among gynecological cancer survivors. Further studies aimed at understanding FCR among gynecological cancer survivors may provide insight into the aspects of this condition that necessitate more attention. ? 2019 Journal of International Dental and Medical Research.",Fear of cancer recurrence inventory; Fear of recurrence; Gynecological cancer survivor; Survivorship,,2-s2.0-85069537391
"Erita D., Besral",57210124220;23972174200;,"Quality of life among drug users in Jakarta, Indonesia",2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069534138&partnerID=40&md5=f995d26fba79d0f2f8586b05494d5805,"Methadone maintenance therapy can improve the quality of life of drug users. In this study, we aimed to determine the correlation between individual-level factors and quality of life among drug users in Jakarta, Indonesia. Using a cross-sectional methodology, we assessed the quality of life of 100 respondents undergoing methadone maintenance therapy (retrospectively registered) at the Drug Dependence Hospital, Jakarta, (34 respondents) and the TanjungPriok Public Health Center (66 respondents) in June 2017. The instruments used to measure quality of life were the World Health Organization Quality of Life (WHOQOL-BREF) questionnaire, Epworth Sleepiness Scale, Arizona Sexual Experiences Scale, and General Self-Efficacy Scale. Multivariate logistic regression analyses were performed to determine risk factors for poor quality of life. The mean age of the respondents was 35.8 years, and 94% of the respondents were male. The mean quality of life score was 65.8. The lowest mean score (59.4) was in the social relationship domain, and the highest mean score (74.2) was in the psychological domain. Multivariate logistic regression analysis results revealed quality of life to be significantly associated with age, monthly income, physical activity, sleepiness, and self-efficacy. Drug users aged ?34 years [odds ratio (OR) =4.3], with higher incomes (OR= 3.4), who participated in moderate/high physical activity (OR= 9.5), who were normal sleepers (OR= 4.4), and who had good self-efficacy (OR= 2.9) hada higher quality of life than their counterparts. We recommend that drug users undergoing maintenance therapy should be physically active and address any sleep problems to maintain a good quality of life. ? 2019 Journal of International Dental and Medical Research.",Drug users; Methadone; Quality of life,,2-s2.0-85069534138
"Oktaviani N., Sutrisna B., Panigoro S.S., Mulia D.D., Megawati, Yulian E.",57210104099;6507178657;56790104300;57210104152;57209660945;55983956600;,Doxorubicin-based neoadjuvant chemotherapy is associated with Poorer Five-Year Survival in patients with locally advanced breast cancer: A retrospective single-center study in Indonesia,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069524636&partnerID=40&md5=dde15552d8c9317089b58b2e8a3f37b4,"One of the therapeutic modalities used to improve survival rate in breast cancer is neoadjuvant chemotherapy, which generally follows a doxorubicin-based regimen for patients with locally advanced breast cancer treated at Cipto Mangunkusumo General Hospital (CMGR). Five-year survival rates with doxorubicin-based versus non-doxorubicin-based neoadjuvant chemotherapy in locally advanced breast cancer are not known. To determine five-year overall survival (OS) in patients with locally advanced breast cancer who underwent doxorubicin or non-doxorubicin-based neoadjuvant chemotherapy at CMGR between 2011 and 2016. Clinical data of a total of 236 patients with locally advanced breast cancer who received neoadjuvant chemotherapy at CMGR during the study period were analyzed using the Kaplan-Meier method, log-rank test, and Cox proportional hazards regression analysis. Five-year OS rates were 37% and 48.9% in locally advanced breast cancer patients administered doxorubicin- and non-doxorubicin-based neoadjuvant chemotherapy, respectively. The probability of death was 1.38 times greater in locally advanced breast cancer patients receiving doxorubicin-based neoadjuvant chemotherapy [95% confidence interval (CI): 0.946-2.026] after controlling for lymphatic vascular invasion, clinical response, clinical stage, radiotherapy, histopathology, grade, and menopause status. Lymphatic vascular invasion had the greatest hazard ratio, at 4.74 (95% CI: 3.046-7.361). Five-year OS was higher in patients treated with non-doxorubicin-based neoadjuvant chemotherapy for locally advanced breast cancer. ? 2019 Journal of International Dental and Medical Research.",Breast cancer; Doxorubicin; Neoadjuvant chemotherapy,,2-s2.0-85069524636
"Malik K., Amir N., Kusumawardhani A.A.A.A., Sari M., Arista Y.D., Narjas, Nanda R.",57204114533;14633183800;14633768700;57210103884;57210120035;57210120884;57210114029;,Remission of schizophrenia in Indonesia: An outpatient-based 12-month follow-up study,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069509290&partnerID=40&md5=1bacee3fa91cd45b27f417bbfcbe2227,"This study assessed the achievement of remission criteria among schizophrenic outpatients in Indonesia and detected the most significant factors involved in this process. A 12-month follow-up was conducted to assess symptomatic remission was conducted at Cipto Mangunkusumo Hospital. Inclusion criteria were outpatients with an International Classification of Diseases 10th edition diagnosis of schizophrenia and schizoaffective disorder. Symptomatic remission was assessed using the Positive and Negative Syndrome Scale (PANSS) criteria (i.e., low scores for symptom 8-cores of PANSS for ?6 consecutive months). At 6 months, approximately 137 (61%) of 223 outpatients met the criteria for symptomatic remission, and at the end of 12-month follow-up period, 64 (80%) of 80 outpatients achieved remission. Among these, 16 (20%) patients did not fulfill the remission criteria. A significant correlation was found between remission and the Global assessment of functioning (GAF) score. Remission was associated with family history of mental illness, onset of illness, type of antipsychotics, and prescription pattern. After 12 months, 80% of our schizophrenic outpatients achieved remission. Early onset of illness, family history of mental illness, use of first-generation antipsychotics, and poly-pharmacy were associated with poor remission rates. Some of these factors are potentially modifiable and should become targets for clinical care. ? 2019 Journal of International Dental and Medical Research.",1-year follow-up; Remission; Schizophrenia,,2-s2.0-85069509290
"Noviyanti L.K., Hamid A.Y.S., Daulima N.H.C.",57210110768;57201498185;57201494313;,Experience of domestic violence survivor women in searching their life purpose and self-resilience,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069506363&partnerID=40&md5=3bf61f9a2ee326771d4991a3d5d0de85,"Victims of intimate partner violence (IPV) often experience several psychological disorders, such as anxiety, low self-esteem, and depression, driving them to a point where they lose their life purpose. Resilience implies the ability of victimized women to adapt to their stressful situations or recover by regaining the balance among their physiological, psychological, and social aspects of life. Those who attain self-resilience are called survivors-a phenomenon that has been scarcely investigated regarding the discovery of life purpose and self-resilience of women who are survivors of IPV in Central Java. Thus, this study aims to gain insight into the experience of IPV survivors in discovering their life purpose and self-resilience. We conducted qualitative research on six IPV survivors and determined four themes-self-reliance and bravery marking the beginning of life recovery, support from the closest person who provides strength, coping strategies used for the survival, and learning from experience to reinforce future goals. This study recommends mental health nurses to act as counselors for IPV survivors to support them in their recovery phase to enhance the mental health of patients. ? 2019 Journal of International Dental and Medical Research.",IPV; Women,,2-s2.0-85069506363
"Masykura N., Zaini J., Syahruddin E., Andarini S.L., Hudoyo A., Yasril R., Ridwanuloh A., Hidajat H., Nurwidya F., Utomo A.",57205739579;22982279100;6507688750;8716259500;6507899265;57210118928;57210118289;57191586619;55221773800;15046121800;,Impact of smoking on frequency and spectrum of K-RAS and EGFR mutations in treatment naive indonesian lung cancer patients,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069490068&doi=10.2147%2fLCTT.S180692&partnerID=40&md5=e1e84d13b4ab16b5755290820e689000,"Background: Indonesia has the highest cigarette consumption in the world. We explored the clinical impact of smoking on the prevalence of EGFR and K-RAS mutations and survival in this prospective study. Methods: 143 treatment naive lung cancer patients were recruited from Persahabatan Hospital, a national tertiary hospital. DNA from cytological specimens had been extracted and genotyped for both EGFR and K-RAS mutations using a combination of PCR high resolution melting, restriction fragment length polymorphism (RFLP) and direct DNA sequencing. Results: EGFR mutation frequency in never smokers (NS) and ever smokers (ES) were 75% and 56% (p = 0.0401), respectively. In this cohort, the overall K-RAS mutation rate was 7%. Neither gender nor smoking history were associated with K-RAS mutation significantly. However, K-RAS transversion mutations were more common in male ES than transition mutations. Smoking history did not affect EGFR and K-RAS mutation frequencies in women. Concurrent EGFR/K-RAS mutation rate was 2.8% (4 of 143 patients). Four out of 91 EGFR mutation positive patients (4.4%) had simultaneous K-RAS mutation. Conclusions: In region where cigarette consumption is prevalent, smoking history affected frequencies of EGFR and K-RAS mutations, mainly in males. ? 2019 Masykura et al.",Indonesia; K-RAS mutation; Lung cancer; Smoking,epidermal growth factor receptor; K ras protein; adult; aged; Article; cancer survival; cigarette smoking; controlled study; DNA extraction; DNA sequence; EGFR gene; exon; female; gene frequency; gene mutation; human; Indonesian; lung cancer; major clinical study; male; mutation rate; oncogene K ras; prevalence; restriction fragment length polymorphism; sex difference,2-s2.0-85069490068
"Harsas N.A., Lessang R., Soeroso Y., Putri G.A.",57191914446;57190757943;56589126400;57210105730;,Periodontal status differences between chronic periodontitis patient with and without type 2 diabetes mellitus,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069482651&partnerID=40&md5=217b2ec16c967e19206b172f3ee3f57d,"National Basic Health Research of Indonesia in 2013 stated there were 6.9% proportion of Indonesian population or about 12 million people suffered from diabetic mellitus. Periodontitis is the most related oral disease with diabetic mellitus, but there are still lack of studies about this relationship especially in Indonesia. The purpose of this study is to understand the comparison of periodontal status among type 2 diabetes mellitus (T2DM) patients and non-diabetics with chronic periodontitis. The periodontal status of interest includes periodontal pockets, gingival recession, and attachment loss. A cross-sectional study method is used using 97 subjects with type 2 diabetes mellitus and 97 subjects without type 2 diabetes mellitus, sourced from medical record status in Periodontics Clinic, Dental Hospital, Faculty of Dentistry, Universitas Indonesia during 2007-2016. It was statistically analyzed by Mann-Whitney test. The results showed that there were statistically significant differences in the mean values of pocket depth, gingival recession, and attachment lost on subjects with type 2 diabetes mellitus compared with subjects without type 2 diabetes mellitus (p value < 0,05). In conclusion, there are periodontal status differences between chronic periodontitis patient with and without T2DM, with findings on deeper pocket depth, bigger gingival recession, and greater attachment lost on subjects with type 2 diabetes mellitus compared with subjects without type 2 diabetes mellitus. ? 2019 Journal of International Dental and Medical Research.",Attachment loss; Chronic periodontitis; Gingival recession; Periodontal pocket; Type-2 diabetes mellitus,,2-s2.0-85069482651
"Agustin D., Laksmono B.S.",57193344226;25823852000;,Satisfaction of elderly patients participating in health insurance and seeking health services at the Sukmajaya Community Health Center in Depok - Expectations and realities: Pilot study,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069479625&partnerID=40&md5=88f9e004f811089193fc0402b2253b82,"The integration of local health insurance (Jaminan Kesehatan Daerah, Jamkesda) into national health insurance (Jaminan Kesehatan Nasional, JKN) has led to various changes, but the subsequent increase in number of patients needing consultation has undermined the impact of the service. Herein, we investigated the participant satisfaction and service expectations among elderly patients at the JKN Elderly' Clinic at Sukmajaya Community Health Center (Puskesmas) in Depok, West Java, Indonesia. Qualitative assessments were made using Brown's eight-dimension theory of quality assurance (access, technical competence, security, effectiveness, efficiency, interpersonal relationships, amenities, and sustainability of service). Few participants over a short time research were chosen using purposive sampling from the Elderly' Clinic age (? 65 years old, 2 male and 5 female) and health staff from Puskesmas Sukmajaya and the Public Health Office (> 45 years old, 1 male and 2 female) were also selected. Few sample size taken also due to same answer from the participants, which meant that the study has reached saturation point. Among the 8 dimensions of quality assurance, the participants were most dissatisfied with the facilities, which led to a lack of privacy in patient examinations. Our assessments indicate the necessity of service evaluations and the need for additional human resource to improve the friendliness of the service, facilities, and privacy in health examinations. These improvements will maintain the dignity of older patients and will help to meet their expectations of service. ? 2019 Journal of International Dental and Medical Research.",Community health center; Elderly; National health insurance; Patient satisfaction; Quality assurance,,2-s2.0-85069479625
"Pratama S., Arozal W., Louisa M., Soetikno V.",57209511731;32067462200;41461551400;36769252100;,The effect of L-Citrulline on doxorubicin-induced cardiotoxicity using serum oxidative stress biomarkers,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069476336&partnerID=40&md5=14a30586857fed3616302a4e1d49d595,"Doxorubicin (DOX) is a chemotherapeutic agent widely used against various cancers. However, its usage is linked to cardiotoxicity side effects via production of reactive oxygen species, causing oxidative stress and cardiac myocyte death. L-Citrulline (CIT) is a potent anti-oxidant agent with potential to prevent DOX-induced cardiotoxicity. This study analyzed the effect of CIT against DOX-induced cardiotoxicity using oxidative stress biomarkers. Administration of DOX (intraperitoneal injection) was performed to induce cardiotoxicity in 20 Wistar rats, divided into 4 groups. Two doses (300 and 600 mg/kg of body weight) of CIT were administered via gavage prior to, during, and after DOX injection. Serum levels of glutathione (GSH) and malondialdehyde (MDA) were measured using colorimetric analysis. Both doses of CIT increase slightly the concentration of GSH (P=.063 vs. control). The concentration of MDA was also increased in the low-dose (P=0.103), and high-dose groups (P < 0.001). The observed elevations were dose-dependent. Administration of CIT did not exert a beneficial effect against DOX-induced cardiotoxicity. The increased level of MDA in CIT group indicates increased oxidative stress and lipid peroxidation. Moreover, the elevation of the level of GSH is more likely to be caused by the apoptosis-related GSH efflux mechanism, explained in other literature. ? 2019 Journal of International Dental and Medical Research.",Cardiotoxicity; Doxorubicin; L-Citrulline; Oxidative stress,,2-s2.0-85069476336
"Javelin A., Sartika R.A.D.",57210119242;41862490800;,"Hypertension as a common comorbidity in patients with diabetes: Occurrence based on eating habits and other determinants in Jakarta, Indonesia",2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069472671&partnerID=40&md5=1bd2fc213587285bc116a47f86a0317e,"Patients with diabetes have an increased risk of high blood pressure than individuals with normal blood sugar levels. Diabetes and hypertension are comorbid conditions that can lead to complications and can be associated with lower quality of life. This study aimed to determine the differences in occurrence of hypertension based on sociodemographic, nutritional, and health status as well as behavior and lifestyle factors in patients with diabetes at the Jatinegara Community Health Clinic, East Jakarta, in 2017. This study included 133 patients with diabetes aged 25-64 years and was conducted using a cross-sectional design and purposive sampling technique. The proportion of hypertension among patients with diabetes was 52.6%. Our findings indicated that obesity, sodium intake, fat intake, and vegetable consumption were significantly associated with hypertension in patients with diabetes. Providing information through community or individual counseling is crucial to modify the lifestyle factors, such as eating behavior and body weight monitoring that are expected to control blood pressure, and also prevent comorbidity in patients with diabetes. ? 2019 Journal of International Dental and Medical Research.",Adult; Comorbidity; Diabetes mellitus; Feeding behavior; Hypertension,,2-s2.0-85069472671
"Pujianto D.A., Zaini M., Salim S.O., Sisca",8745734300;57210113566;57210123222;57210108799;,Progesterone increases the progressive motility of human sperm,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069454277&partnerID=40&md5=aadc466e30ad7002906f6753c7ce0e9e,"Sperm are transcriptionally inactive. Transformation from immature to mature sperm capable of fertilizing an egg depends on altering the proteome. For example, proteomic studies identified receptors not predicted to be expressed on the sperm surface, notably the progesterone receptor. This discovery raises the question of whether progesterone exerts nongenomic effects on human spermatozoa. Here we aimed to answer this question. Sperm from a normal individual were subjected to Percoll gradient centrifugation and treated with different concentrations of progesterone for 2 h at 37°C. Sperm motilities were determined using a Neubauer chamber according to the World Health Organization's standards. We measured the percentage changes in motility variables as follows: fast and straight progressive motility, slow progressive motility, nonprogressive motility, and nonmotility. Progesterone (250 ng/ml) increased sperm motility by 55.96% compared with the control without added progesterone (22.6%). Significant concentration-dependent increases in fast and progressive motility reached 29.55% compared with the control (10.1%). Progesterone (250 mg/ml) reduced the percentage of nonmotile cells to 44% compared with the control (77.4%). Progesterone increased the motility and progressive motility of human sperm in a concentration-dependent manner. ? 2019 Journal of International Dental and Medical Research.",Progesterone; Sperm motility,,2-s2.0-85069454277
"Witjaksono F., Simadibrata M., Lukito W., Wijaya A., Annisa N.G.",57070455800;23499598400;6701622348;56712092400;57204582184;,Blood Glucose and Glucagon-Like Peptide 1 Level Comparison in Obese Versus Non-Obese Patients,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069436178&partnerID=40&md5=61a922d2c51488333d69562e1a4b5c83,"Obesity, a major health concern worldwide, has a pathophysiology related to energy imbalance in the body. Glucagon-like peptide 1 (GLP-1), secreted by L cells of the intestine, acts as a signal for energy balance. GLP-1 is a satiation signal that can promote satiety and reduce food intake. Its secretion is thought to be impaired in obese individuals, causing reduced satiety and hyperphagia. This study was conducted as a clinical trial to determine the effect of breakfast with a balanced macronutrient composition (68.2% carbohydrates, 22.6% lipids, and 12.4% protein) on GLP-1 levels in 22 obese versus 21 non-obese subjects. Blood glucose levels were also evaluated Subjects were provided breakfast, followed by measurement of blood glucose and GLP-1 levels at 0, 15, 60, 120, and 180 minutes after intervention. We found that there are no significant differences between blood glucose levels in obese versus non-obese subjects before or after having breakfast with a balanced macronutrient composition (p > 0.05). There was a significant difference between GLP-1 levels in obese and non-obese subjects at 15 and 60 minutes following intervention (p = 0.042 and p = 0.037, respectively). This finding suggests that there is impairment in postprandial GLP-1 secretion in obese subjects. ? 2019 Journal of International Dental and Medical Research.",Blood Glucose; GLP-1; Obese,,2-s2.0-85069436178
"Gondhowiardjo S.A., Aman R.A., Setyawan A., Handoko, Ramli I.",6508327402;36848942500;57209981061;57209984822;57205131882;,"Validation of recursive partitioning analysis, graded prognostic assessment and basic score for brain metastases as prognostic indices among patients with brain metastases treated with radiotherapy in Indonesia",2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069204294&doi=10.1017%2fS1460396919000463&partnerID=40&md5=0e516cac17839a0031c8e38ed3f6200c,"Introduction:Metastatic brain disease is still a major contributor to cancer treatment failure. Various treatments have improved in the recent decades, which allow for better control of brain metastatic lesions. Various prognostic scoring tools have been developed and used worldwide to stratify patients with brain metastases to determine who will benefit most from aggressive treatment. The three most commonly used prognostic scoring tools are recursive partitioning analysis (RPA), basic score for brain metastases (BSBM) and graded prognostic assessment (GPA). The aim of this study is to validate these scoring tools using an Indonesian cancer patient population.Method:A retrospective analysis of all patients presenting with brain metastases from January 2012 until December 2014, through using hospital medical records, was conducted. All patients receiving whole brain radiotherapy during this period were included in this study. A follow-up with a telephone call was carried out to determine the patient's health and survival status. Uncontactable patients were excluded from the analysis. Survival analysis was carried out by stratifying patients based on the three prognostic scoring systems.Result:A total of 80 patients were eligible to be included in the study, with 18 excluded due to being uncontactable. The remaining 62 patients' data were analysed and stratified with all three scoring systems. The RPA was found to confer better stratification than BSBM and GPA in our study population.Conclusion:GPA was non-prognostic in our study population and BSBM was less prognostic, especially in the middle group, class 1 and class 2. Those BSBM class 1 and class 2 did not provide good prognostic stratification in our study population, whereas RPA was proven to be the best in stratifying patients' prognosis with brain metastases in our study population. ? Cambridge University Press 2019.",brain metastases; BSBM; GPA; Prognosis; RPA,,2-s2.0-85069204294
"Ulfa L., Sartika R.A.D.",57209913555;41862490800;,Risk factors and changes in successful aging among older individuals in Indonesia,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069052455&partnerID=40&md5=8d07dc7ba371f44692313e9e3981ded3,"Successful aging is a universal goal, but it is a challenge owing to declining physical, psychological, and social conditions that occur with increasing age. The aim of this study was to analyze risk factors and changes in successful aging among older individuals (? 60) in Indonesia. This longitudinal study (2000 to 2014) used data from the Indonesia Life Survey (IFLS). Successful aging was defined with physical, mental and social health based on the available questionnaire. The univariate analysis and chi-square- test was used in this study. Of the 801 individuals followed up, 588 (93.2%) were found to have unsuccessful aging and 43 (6.8%) older person showed a change from unsuccessful to successful aging. The proportion of older persons mental and social unhealthy were higher than physical. Factors significantly relating to unsuccessful aging included female sex (p < 0.001), living in rural areas (p < 0.05) or movement from rural to urban areas (p < 0.05), unemployed (p < 0.001), movement from employed to unemployed (p < 0.001), unmarried (p < 0.001) and underweight (p < 0.05). Older individuals who are not categorized as successful aging at the age of ? 60 years can still change for better success in aging at ? 74 years of age. Maintaining mental and social health of older individuals can be achieved through their empowerment by providing opportunities for social activity and work productivity in the community. ? 2019, Malaysian Public Health Physicians Association.",And Social Health; Changes in aging; Mental; Older individual; Physical; Successful aging,,2-s2.0-85069052455
"Inzaule S.C., Hamers R.L., Bertagnolio S., Siedner M.J., De Wit T.F.R., Gupta R.K.",36473404200;23034345900;8545760800;16235029000;35883927600;56848412000;,Pretreatment HIV drug resistance in low-and middle-income countries,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068901527&doi=10.2217%2ffvl-2018-0208&partnerID=40&md5=5917b45b0357b74054e84a9686d6b047,"Pretreatment HIV drug resistance (PDR) has been increasing with scale-up of antiretroviral therapy (ART) in low-and middle-income countries. Delay in responding to rising levels of PDR is projected to fuel a worldwide increase in mortality, HIV incidence and ART costs. Strategies to curb the rise in PDR include using antiretrovirals (ARVs) with high-genetic barrier to resistance in first-line therapy and for prophylaxis in HIV exposed infants, enhancing HIV drug resistance surveillance in populations initiating, receiving ART, and in those on pre-exposure prophylaxis, universal access and effective use of viral-load tests, improving adherence and retention and minimizing ART programmatic quality gaps. In this review, we assess the drivers of PDR, and potential strategies to mitigate its rise in prevalence and impact in low-and middle-income countries. ? 2019 Future Medicine Ltd.",drivers and strategies to prevent PDR; low-and middle-income countries; pretreatment HIV drug resistance,anti human immunodeficiency virus agent; antiviral resistance; disease surveillance; human; Human immunodeficiency virus infected patient; Human immunodeficiency virus infection; infection prevention; low income country; middle income country; pre-exposure prophylaxis; prevalence; priority journal; Review; risk evaluation and mitigation strategy,2-s2.0-85068901527
"Kusmardi K., Rahyussalim, Firzani D., Wisnubaroto R.P.",56966625300;55212166100;57209806166;57205473091;,The Combination of Spirulina Extract and Sambiloto Effect Histopathologically on Medial Colon from Plasmodium berghei Anka Infected Mice,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068769524&doi=10.5530%2fpj.2019.11.90&partnerID=40&md5=c5b6fac538e6b9dcd162c46643f81e15,"Introduction: Malaria is one of the biggest burden in medical section in Indonesia, as the prevalence is still high and half of the provinces in Indonesia considered as endemic area.1-4 Moreover, the drug resistant case number has grown larger within years.3-7 Indonesian people are very close with traditional drug regiment that derived from plants, for example Sambiloto and Spirulina.7-9 This research done in order to see the effect of Sambiloto and Spirulina combination from histopathologic aspect in medial colon of P. berghei infected mice. Method: The data taken from experimental study using male Swiss Webster mice that has been infected with Plasmodium berghei Anka. The four groups of mice were given different treatment. The first group treated with Sambiloto only, the second one with Sambiloto and Spirulina extract, the third group with Sambiloto and Spirulina powder and the last one the control group with administration of DHP. Results: The result shows that the group with extract and powder spirulina show a significant result in the inflammatory focus and angiogenesis. However, this research does not necessarily prove the correlation between Sambiloto-Spirulina and their effect on the goblet cell and dysplasia grade on the infected mice, as the result for both category is insignificant. Conclusion: The study showed that spirulina has positive effect on inflamatory focus and angiogenesis, but the goblet cells count and dysplasia grade result is not noteworthy, as it requires prolonged inflammation process in order to achieve the optimal result. ? 2019 Pharmacognosy Journal.",Malaria; Medial colon; Plasmodium berghei Anka; Sambiloto; Spirulina,antimalarial agent; plant extract; Sambiloto extract; Spirulina extract; unclassified drug; angiogenesis; animal cell; animal experiment; animal model; animal tissue; antiinflammatory activity; Article; cell count; colon; controlled study; dysplasia; goblet cell; histopathology; inflammation; inflammatory cell; male; medicinal plant; mouse; nonhuman; Plasmodium berghei; Plasmodium berghei infection; powder; Sambiloto; Spirulina,2-s2.0-85068769524
